"IDPOINT_CONNECTION","IDOBJECT","COEF","ORDER_NO"
"1915","10353","1",
"1916","396","1",
"1916","4449","1",
"1916","10557","1",
"1917","396","1",
"1917","4449","1",
"1917","10557","1",
"1918","396","1",
"1918","2338","1",
"1918","4393","1",
"1918","6645","1",
"1918","10609","1",
"1919","396","1",
"1919","2338","1",
"1919","4393","1",
"1919","6645","1",
"1919","10609","1",
"1920","396","1",
"1920","4450","1",
"1920","5380","1",
"1920","8734","1",
"1920","10124","-1",
"1921","396","1",
"1921","4450","1",
"1921","5379","1",
"1921","8734","1",
"1921","10106","-1",
"1922","396","1",
"1922","2317","1",
"1922","4451","1",
"1922","6810","1",
"1923","396","1",
"1923","2317","1",
"1923","4451","1",
"1923","6810","1",
"1924","396","1",
"1924","2317","1",
"1924","4451","1",
"1925","396","1",
"1925","2317","1",
"1925","4451","1",
"1926","396","1",
"1926","2317","1",
"1926","3558","1",
"1926","4451","1",
"1926","6834","1",
"1927","396","1",
"1927","2317","1",
"1927","3561","1",
"1927","4451","1",
"1928","396","1",
"1928","2317","1",
"1928","4451","1",
"1928","6834","1",
"1929","396","1",
"1929","2317","1",
"1929","4451","1",
"1929","6834","1",
"1930","396","1",
"1930","4451","1",
"1931","396","1",
"1931","4451","1",
"1932","396","1",
"1932","2317","1",
"1932","3561","1",
"1932","4451","1",
"1933","396","1",
"1933","2317","1",
"1933","3558","1",
"1933","4451","1",
"1934","439","1",
"1934","3446","1",
"1934","5377","1",
"1934","10125","1",
"1935","439","1",
"1935","3446","1",
"1935","5378","1",
"1935","10103","1",
"1936","439","1",
"1936","3446","1",
"1936","5379","1",
"1936","10105","1",
"1937","439","1",
"1937","3446","1",
"1937","5380","1",
"1937","10123","1",
"1938","439","1",
"1939","439","1",
"1940","439","1",
"1941","439","1",
"1942","439","1",
"1943","439","1",
"1945","440","1",
"1945","1792","0",
"1945","1884","1",
"1945","2333","1",
"1945","2419","-1",
"1945","2494","0",
"1945","2687","0",
"1945","4393","1",
"1945","5656","-1",
"1945","5754","-1",
"1945","6438","1",
"1945","6645","1",
"1945","6657","1",
"1945","6659","-1",
"1945","6736","1",
"1945","10604","1",
"1946","440","1",
"1946","1792","0",
"1946","1884","1",
"1946","2333","1",
"1946","2422","-1",
"1946","2494","0",
"1946","2688","0",
"1946","4393","1",
"1946","5659","-1",
"1946","5757","-1",
"1946","6438","1",
"1946","6645","1",
"1946","6657","1",
"1946","6659","-1",
"1946","6661","-1",
"1946","6737","1",
"1946","10604","1",
"1947","440","1",
"1947","1792","1",
"1947","2494","1",
"1947","2688","1",
"1947","4422","1",
"1947","5407","1",
"1947","5656","-1",
"1947","6657","1",
"1947","6659","-1",
"1947","6736","1",
"1947","8733","1",
"1947","10128","-1",
"1947","10551","1",
"1948","440","1",
"1948","2422","-1",
"1948","2494","-1",
"1948","2688","-1",
"1948","3141","1",
"1948","4423","1",
"1949","440","1",
"1949","1792","1",
"1949","2494","1",
"1949","2687","1",
"1949","4422","1",
"1949","5410","1",
"1949","5659","-1",
"1949","6657","1",
"1949","6659","-1",
"1949","6661","-1",
"1949","6737","1",
"1949","8733","1",
"1949","10133","-1",
"1949","10551","1",
"1950","440","1",
"1950","2419","-1",
"1950","2494","-1",
"1950","2687","-1",
"1950","3141","1",
"1950","4423","1",
"1952","443","1",
"1952","1797","0",
"1952","1884","1",
"1952","2338","1",
"1952","2447","-1",
"1952","2454","0",
"1952","2691","0",
"1952","4393","1",
"1952","5607","-1",
"1952","5687","-1",
"1952","5790","-1",
"1952","6443","1",
"1952","6645","1",
"1952","6657","1",
"1952","6727","1",
"1952","6786","1",
"1952","10609","1",
"1953","443","1",
"1953","1797","1",
"1953","2454","1",
"1953","2691","1",
"1953","4425","1",
"1953","5379","1",
"1953","5607","-1",
"1953","5687","-1",
"1953","6657","1",
"1953","6727","1",
"1953","6786","1",
"1953","8734","1",
"1953","10106","-1",
"1953","10180","-1",
"1953","10557","1",
"1954","443","1",
"1954","2317","1",
"1954","2447","-1",
"1954","2454","-1",
"1954","2691","-1",
"1954","3085","1",
"1954","3403","1",
"1954","3564","1",
"1954","4426","1",
"1955","443","1",
"1955","1797","-1",
"1955","2252","1",
"1955","2317","1",
"1955","2447","-1",
"1955","2454","-1",
"1955","2647","1",
"1955","2691","-1",
"1955","3090","1",
"1955","3390","1",
"1955","3963","1",
"1955","4426","1",
"1955","5790","-1",
"1955","5967","1",
"1955","6534","1",
"1956","443","1",
"1956","1797","0",
"1956","1884","1",
"1956","2338","1",
"1956","2448","-1",
"1956","2454","0",
"1956","2692","0",
"1956","4393","1",
"1956","5605","-1",
"1956","5688","-1",
"1956","5791","-1",
"1956","6443","1",
"1956","6645","1",
"1956","6657","1",
"1956","6726","1",
"1956","6785","1",
"1956","10609","1",
"1957","443","1",
"1957","1797","1",
"1957","2454","1",
"1957","2692","1",
"1957","4425","1",
"1957","5380","1",
"1957","5605","-1",
"1957","5688","-1",
"1957","6657","1",
"1957","6726","1",
"1957","6785","1",
"1957","8734","1",
"1957","10124","-1",
"1957","10182","-1",
"1957","10557","1",
"1958","443","1",
"1958","1797","-1",
"1958","2252","1",
"1958","2317","1",
"1958","2448","-1",
"1958","2454","-1",
"1958","2647","1",
"1958","2692","-1",
"1958","3090","1",
"1958","3390","1",
"1958","3963","1",
"1958","4426","1",
"1958","5791","-1",
"1958","5967","1",
"1958","6534","1",
"1959","443","1",
"1959","3136","1",
"1959","7624","1",
"1960","443","1",
"1960","3136","1",
"1960","7624","1",
"1961","443","1",
"1961","3136","1",
"1961","7624","1",
"1962","443","1",
"1962","3136","1",
"1962","7624","1",
"1964","445","1",
"1964","2537","-1",
"1965","445","1",
"1965","1417","1",
"1965","1650","1",
"1965","2309","1",
"1965","2402","-1",
"1965","2537","-1",
"1966","445","1",
"1966","2537","-1",
"1967","445","1",
"1967","1417","1",
"1967","1650","1",
"1967","2537","-1",
"1968","445","1",
"1968","1796","0",
"1968","1889","1",
"1968","2329","1",
"1968","2402","-1",
"1968","2537","0",
"1968","2693","0",
"1968","4393","1",
"1968","5634","-1",
"1968","5731","-1",
"1968","6442","1",
"1968","6645","1",
"1968","6657","1",
"1968","10600","1",
"1969","445","1",
"1969","1796","1",
"1969","2537","1",
"1969","2694","1",
"1969","4428","1",
"1969","5384","1",
"1969","5635","-1",
"1969","6657","1",
"1969","10548","1",
"1970","445","1",
"1970","1796","-1",
"1970","2276","1",
"1970","2309","1",
"1970","2403","-1",
"1970","2537","-1",
"1970","2694","-1",
"1970","3101","1",
"1970","3390","1",
"1970","4429","1",
"1970","5732","-1",
"1970","6040","1",
"1970","6614","1",
"1970","10337","1",
"1971","445","1",
"1971","1796","-1",
"1971","2276","1",
"1971","2309","1",
"1971","2402","-1",
"1971","2537","-1",
"1971","2693","-1",
"1971","3101","1",
"1971","3390","1",
"1971","4429","1",
"1971","5731","-1",
"1971","6040","1",
"1971","6614","1",
"1971","10337","1",
"1972","445","1",
"1972","1796","1",
"1972","2537","1",
"1972","2693","1",
"1972","4428","1",
"1972","5381","1",
"1972","5634","-1",
"1972","6657","1",
"1972","6685","0",
"1972","10548","1",
"1974","447","1",
"1974","1807","0",
"1974","1884","1",
"1974","2333","1",
"1974","2419","-1",
"1974","2496","0",
"1974","2695","0",
"1974","4393","1",
"1974","5604","-1",
"1974","5656","-1",
"1974","5754","-1",
"1974","6453","1",
"1974","6645","1",
"1974","6657","1",
"1974","6659","-1",
"1974","6736","1",
"1974","10604","1",
"1975","447","1",
"1975","1807","0",
"1975","1884","1",
"1975","2333","1",
"1975","2421","-1",
"1975","2496","0",
"1975","2696","0",
"1975","4393","1",
"1975","5606","-1",
"1975","5659","-1",
"1975","5757","-1",
"1975","6453","1",
"1975","6645","1",
"1975","6657","1",
"1975","6659","-1",
"1975","6661","-1",
"1975","6737","1",
"1975","10604","1",
"1976","447","1",
"1976","1807","1",
"1976","2496","1",
"1976","2695","1",
"1976","4431","1",
"1976","5410","1",
"1976","5604","-1",
"1976","5656","-1",
"1976","6657","1",
"1976","6659","-1",
"1976","6736","1",
"1976","8733","1",
"1976","10133","-1",
"1976","10551","1",
"1977","447","1",
"1977","1807","-1",
"1977","2252","1",
"1977","2312","1",
"1977","2419","-1",
"1977","2496","-1",
"1977","2650","1",
"1977","2695","-1",
"1977","3076","1",
"1977","4432","1",
"1977","5754","-1",
"1977","5998","1",
"1977","6545","1",
"1978","447","1",
"1978","1807","-1",
"1978","2252","1",
"1978","2312","1",
"1978","2421","-1",
"1978","2496","-1",
"1978","2650","1",
"1978","2696","-1",
"1978","3076","1",
"1978","4432","1",
"1978","5757","-1",
"1978","5998","1",
"1978","6545","1",
"1979","447","1",
"1979","1807","1",
"1979","2496","1",
"1979","2696","1",
"1979","4431","1",
"1979","5407","1",
"1979","5606","-1",
"1979","5659","-1",
"1979","6657","1",
"1979","6659","-1",
"1979","6661","-1",
"1979","6737","1",
"1979","8733","1",
"1979","10128","-1",
"1979","10551","1",
"1981","449","1",
"1981","1810","0",
"1981","1884","1",
"1981","2338","1",
"1981","2447","-1",
"1981","2455","0",
"1981","2697","0",
"1981","4393","1",
"1981","5687","-1",
"1981","5790","-1",
"1981","6456","1",
"1981","6645","1",
"1981","6657","1",
"1981","6727","1",
"1981","6786","1",
"1981","10609","1",
"1982","449","1",
"1982","1810","0",
"1982","1884","1",
"1982","2338","1",
"1982","2448","-1",
"1982","2455","0",
"1982","2698","0",
"1982","4393","1",
"1982","5688","-1",
"1982","5791","-1",
"1982","6456","1",
"1982","6645","1",
"1982","6657","1",
"1982","6726","1",
"1982","6785","1",
"1982","10609","1",
"1983","449","1",
"1983","1810","1",
"1983","2455","1",
"1983","2697","1",
"1983","4434","1",
"1983","5379","1",
"1983","5687","-1",
"1983","6657","1",
"1983","6727","1",
"1983","6786","1",
"1983","8734","1",
"1983","10106","-1",
"1983","10557","1",
"1984","449","1",
"1984","1810","-1",
"1984","2252","1",
"1984","2317","1",
"1984","2447","-1",
"1984","2455","-1",
"1984","2651","1",
"1984","2697","-1",
"1984","3076","1",
"1984","4002","1",
"1984","4073","1",
"1984","4435","1",
"1984","5790","-1",
"1984","5967","1",
"1984","6534","1",
"1985","449","1",
"1985","1810","-1",
"1985","2252","1",
"1985","2317","1",
"1985","2448","-1",
"1985","2455","-1",
"1985","2651","1",
"1985","2698","-1",
"1985","3076","1",
"1985","4002","1",
"1985","4073","1",
"1985","4435","1",
"1985","5380","1",
"1985","5791","-1",
"1985","5967","1",
"1985","6534","1",
"1986","449","1",
"1986","1810","1",
"1986","2455","1",
"1986","2698","1",
"1986","4434","1",
"1986","5688","-1",
"1986","6657","1",
"1986","6726","1",
"1986","6785","1",
"1986","8734","1",
"1986","10124","-1",
"1986","10557","1",
"1988","451","1",
"1988","1811","0",
"1988","1884","1",
"1988","2323","1",
"1988","2375","-1",
"1988","2456","0",
"1988","2699","0",
"1988","4393","1",
"1988","5607","-1",
"1988","5703","-1",
"1988","6457","1",
"1988","6645","1",
"1988","6657","1",
"1988","6679","0",
"1988","6743","1",
"1988","10594","1",
"1989","451","1",
"1989","1811","0",
"1989","1884","1",
"1989","2323","1",
"1989","2373","-1",
"1989","2456","0",
"1989","2700","0",
"1989","4393","1",
"1989","5605","-1",
"1989","5701","-1",
"1989","6457","1",
"1989","6645","1",
"1989","6657","1",
"1989","6680","0",
"1989","6744","1",
"1989","10594","1",
"1990","451","1",
"1990","2375","-1",
"1990","2456","-1",
"1990","2699","-1",
"1990","4438","1",
"1991","451","1",
"1991","1811","1",
"1991","2456","1",
"1991","2700","1",
"1991","3393","1",
"1991","4003","1",
"1991","4437","1",
"1991","5374","1",
"1991","5605","-1",
"1991","6657","1",
"1991","6680","0",
"1991","6744","1",
"1991","10182","-1",
"1991","10542","1",
"1992","451","1",
"1992","1811","1",
"1992","2456","1",
"1992","2699","1",
"1992","3393","1",
"1992","4003","1",
"1992","4367","1",
"1992","4437","1",
"1992","5376","1",
"1992","5607","-1",
"1992","6657","1",
"1992","6679","0",
"1992","6743","1",
"1992","10180","-1",
"1992","10542","1",
"1994","453","1",
"1994","1814","0",
"1994","1884","1",
"1994","2338","1",
"1994","2447","-1",
"1994","2457","0",
"1994","2705","0",
"1994","4393","1",
"1994","5790","-1",
"1994","6460","1",
"1994","6645","1",
"1994","6657","1",
"1994","6727","1",
"1994","6786","1",
"1994","10609","1",
"1995","453","1",
"1995","1814","0",
"1995","1884","1",
"1995","2338","1",
"1995","2448","-1",
"1995","2457","0",
"1995","2706","0",
"1995","4393","1",
"1995","5688","-1",
"1995","5791","-1",
"1995","6460","1",
"1995","6645","1",
"1995","6657","1",
"1995","6726","1",
"1995","6785","1",
"1995","10609","1",
"1996","453","1",
"1996","1814","1",
"1996","2457","1",
"1996","2705","1",
"1996","4440","1",
"1996","5379","1",
"1996","6657","1",
"1996","6727","1",
"1996","6786","1",
"1996","8734","1",
"1996","10106","-1",
"1996","10557","1",
"1997","453","1",
"1997","1814","-1",
"1997","2252","1",
"1997","2317","1",
"1997","2447","-1",
"1997","2457","-1",
"1997","2653","1",
"1997","2705","-1",
"1997","3076","1",
"1997","3992","1",
"1997","4441","1",
"1997","5790","-1",
"1997","5989","1",
"1998","453","1",
"1998","1814","-1",
"1998","2252","1",
"1998","2317","1",
"1998","2448","-1",
"1998","2457","-1",
"1998","2653","1",
"1998","2706","-1",
"1998","3076","1",
"1998","3992","1",
"1998","4441","1",
"1998","5791","-1",
"1998","5967","1",
"1998","6534","1",
"1999","453","1",
"1999","4441","1",
"2000","453","1",
"2000","1814","1",
"2000","2457","1",
"2000","2706","1",
"2000","4440","1",
"2000","5380","1",
"2000","5688","-1",
"2000","6657","1",
"2000","6726","1",
"2000","6785","1",
"2000","8734","1",
"2000","10124","-1",
"2000","10557","1",
"2002","455","1",
"2002","1829","0",
"2002","1884","1",
"2002","2323","1",
"2002","2375","-1",
"2002","2459","0",
"2002","2711","0",
"2002","4393","1",
"2002","5607","-1",
"2002","5703","-1",
"2002","6476","1",
"2002","6645","1",
"2002","6657","1",
"2002","6679","0",
"2002","6743","1",
"2002","10594","1",
"2003","455","1",
"2003","1829","0",
"2003","1884","1",
"2003","2323","1",
"2003","2373","-1",
"2003","2459","0",
"2003","2712","0",
"2003","4393","1",
"2003","5605","-1",
"2003","5701","-1",
"2003","6476","1",
"2003","6645","1",
"2003","6657","1",
"2003","6680","0",
"2003","6744","1",
"2003","10594","1",
"2004","455","1",
"2004","1829","1",
"2004","2459","1",
"2004","2711","1",
"2004","4367","1",
"2004","4443","1",
"2004","5376","1",
"2004","5607","-1",
"2004","6657","1",
"2004","6679","0",
"2004","6743","1",
"2004","10180","-1",
"2004","10542","1",
"2005","455","1",
"2005","2375","-1",
"2005","2459","-1",
"2005","2711","-1",
"2005","3564","1",
"2005","4444","1",
"2006","455","1",
"2006","2375","-1",
"2006","2459","-1",
"2006","2711","-1",
"2006","3141","1",
"2006","4444","1",
"2007","455","1",
"2007","1829","1",
"2007","2459","1",
"2007","2712","1",
"2007","4443","1",
"2007","5374","1",
"2007","5605","-1",
"2007","6657","1",
"2007","6680","0",
"2007","6744","1",
"2007","10182","-1",
"2007","10542","1",
"2008","455","1",
"2008","2373","-1",
"2008","2459","-1",
"2008","2712","-1",
"2008","3564","1",
"2008","4444","1",
"2009","455","1",
"2009","2373","-1",
"2009","2459","-1",
"2009","2712","-1",
"2009","4444","1",
"2010","455","1",
"2010","2373","-1",
"2010","2459","-1",
"2010","2712","-1",
"2010","3141","1",
"2010","4444","1",
"2013","458","1",
"2013","1833","0",
"2013","1884","1",
"2013","2323","1",
"2013","2373","-1",
"2013","2460","0",
"2013","2717","0",
"2013","4393","1",
"2013","5605","-1",
"2013","5701","-1",
"2013","6480","1",
"2013","6645","1",
"2013","6657","1",
"2013","6680","0",
"2013","6744","1",
"2013","10594","1",
"2014","458","1",
"2014","1833","0",
"2014","1884","1",
"2014","2323","1",
"2014","2375","-1",
"2014","2460","0",
"2014","2718","0",
"2014","4393","1",
"2014","5607","-1",
"2014","5703","-1",
"2014","6480","1",
"2014","6645","1",
"2014","6657","1",
"2014","6679","0",
"2014","6743","1",
"2014","10594","1",
"2015","458","1",
"2015","1833","1",
"2015","2460","1",
"2015","2717","1",
"2015","4446","1",
"2015","5374","1",
"2015","5605","-1",
"2015","6657","1",
"2015","6680","0",
"2015","6744","1",
"2015","10182","-1",
"2015","10542","1",
"2016","458","1",
"2016","1833","-1",
"2016","2252","1",
"2016","2303","1",
"2016","2373","-1",
"2016","2460","-1",
"2016","2654","1",
"2016","2717","-1",
"2016","3076","1",
"2016","4005","1",
"2016","4447","1",
"2016","5701","-1",
"2016","5951","1",
"2016","6534","1",
"2017","458","1",
"2017","2373","-1",
"2017","2460","-1",
"2017","2717","-1",
"2017","3141","1",
"2017","4447","1",
"2018","458","1",
"2018","1833","1",
"2018","2460","1",
"2018","2718","1",
"2018","4367","1",
"2018","4446","1",
"2018","5376","1",
"2018","5607","-1",
"2018","6657","1",
"2018","6679","0",
"2018","6743","1",
"2018","10180","-1",
"2018","10542","1",
"2019","458","1",
"2019","1833","-1",
"2019","2252","1",
"2019","2303","1",
"2019","2375","-1",
"2019","2460","-1",
"2019","2654","1",
"2019","2718","-1",
"2019","3076","1",
"2019","4005","1",
"2019","4447","1",
"2019","5703","-1",
"2019","5965","1",
"2019","6534","1",
"2020","458","1",
"2020","2375","-1",
"2020","2460","-1",
"2020","2718","-1",
"2020","3564","1",
"2020","4447","1",
"2021","458","1",
"2021","1833","-1",
"2021","2303","1",
"2021","2375","-1",
"2021","2460","-1",
"2021","2718","-1",
"2021","3564","1",
"2021","4447","1",
"2022","458","1",
"2022","2375","-1",
"2022","2460","-1",
"2022","2718","-1",
"2022","3141","1",
"2022","4447","1",
"2024","461","1",
"2024","1844","0",
"2024","1884","1",
"2024","2373","-1",
"2024","2461","0",
"2024","2723","0",
"2024","4393","1",
"2024","5605","-1",
"2024","5701","-1",
"2024","6490","1",
"2024","6645","1",
"2024","6657","1",
"2024","6680","0",
"2024","6744","1",
"2025","461","1",
"2025","1844","0",
"2025","1884","1",
"2025","2375","-1",
"2025","2461","0",
"2025","2724","0",
"2025","4393","1",
"2025","5607","-1",
"2025","5703","-1",
"2025","6490","1",
"2025","6645","1",
"2025","6657","1",
"2025","6679","0",
"2025","6743","1",
"2026","461","1",
"2026","1844","1",
"2026","2461","1",
"2026","2723","1",
"2026","4453","1",
"2026","5374","1",
"2026","5605","-1",
"2026","6657","1",
"2026","6680","0",
"2026","6744","1",
"2027","461","1",
"2027","2373","-1",
"2027","2461","-1",
"2027","2723","-1",
"2027","3141","1",
"2027","4454","1",
"2028","461","1",
"2028","1844","1",
"2028","2461","1",
"2028","2724","1",
"2028","4367","1",
"2028","4453","1",
"2028","5376","1",
"2028","5607","-1",
"2028","6657","1",
"2028","6679","0",
"2028","6743","1",
"2029","461","1",
"2029","2375","-1",
"2029","2461","-1",
"2029","2724","-1",
"2029","3141","1",
"2029","4454","1",
"2031","464","1",
"2031","1847","0",
"2031","1884","1",
"2031","2329","1",
"2031","2402","-1",
"2031","2462","0",
"2031","2725","0",
"2031","4393","1",
"2031","5634","-1",
"2031","5731","-1",
"2031","6493","1",
"2031","6645","1",
"2031","6657","1",
"2031","10600","1",
"2032","464","1",
"2032","1847","0",
"2032","1884","1",
"2032","2329","1",
"2032","2403","-1",
"2032","2462","0",
"2032","2726","0",
"2032","4393","1",
"2032","5635","-1",
"2032","5732","-1",
"2032","6493","1",
"2032","6645","1",
"2032","6657","1",
"2032","10600","1",
"2033","464","1",
"2033","1847","1",
"2033","2462","1",
"2033","2725","1",
"2033","4456","1",
"2033","5381","1",
"2033","5634","-1",
"2033","6657","1",
"2033","10548","1",
"2034","464","1",
"2034","1847","1",
"2034","2462","1",
"2034","2726","1",
"2034","4456","1",
"2034","5384","1",
"2034","5635","-1",
"2034","6657","1",
"2034","10548","1",
"2035","464","1",
"2035","1847","-1",
"2035","2309","1",
"2035","2402","-1",
"2035","2462","-1",
"2035","2725","-1",
"2035","3564","1",
"2035","4457","1",
"2036","464","1",
"2036","1847","-1",
"2036","2309","1",
"2036","2403","-1",
"2036","2462","-1",
"2036","2726","-1",
"2036","3564","1",
"2036","4457","1",
"2037","464","1",
"2037","1847","1",
"2037","2402","-1",
"2037","2462","-1",
"2037","2725","-1",
"2037","4457","1",
"2038","464","1",
"2038","1847","1",
"2038","2403","-1",
"2038","2462","-1",
"2038","2726","-1",
"2038","4457","1",
"2040","465","1",
"2040","2607","-1",
"2040","2736","-1",
"2040","3948","1",
"2040","4460","1",
"2041","465","1",
"2041","2607","1",
"2041","2646","-1",
"2041","2736","1",
"2041","3996","1",
"2041","4459","1",
"2042","465","1",
"2042","2607","1",
"2042","2646","-1",
"2042","2735","1",
"2042","3996","1",
"2042","4459","1",
"2043","465","1",
"2043","2607","1",
"2043","2646","-1",
"2043","2735","1",
"2043","3996","1",
"2043","4459","1",
"2044","465","1",
"2044","2607","-1",
"2044","2735","-1",
"2044","3076","-1",
"2044","3085","1",
"2044","3948","1",
"2044","4460","1",
"2045","465","1",
"2045","2607","-1",
"2045","2736","-1",
"2045","3076","-1",
"2045","3085","1",
"2045","3948","1",
"2045","4460","1",
"2046","465","1",
"2046","2607","-1",
"2046","2736","-1",
"2046","3076","-1",
"2046","3085","1",
"2046","3948","1",
"2046","4460","1",
"2048","466","1",
"2048","2583","1",
"2048","2647","-1",
"2048","2738","1",
"2048","4462","1",
"2049","466","1",
"2049","2583","1",
"2049","2647","-1",
"2049","2737","1",
"2049","4462","1",
"2051","92","1",
"2051","466","1",
"2051","2583","-1",
"2051","2737","-1",
"2051","4463","1",
"2051","10840","1",
"2052","92","1",
"2052","466","1",
"2052","2583","-1",
"2052","2738","-1",
"2052","4320","1",
"2052","4321","1",
"2052","4463","1",
"2052","10840","1",
"2053","92","1",
"2053","466","1",
"2053","2583","-1",
"2053","2738","-1",
"2053","4463","1",
"2053","6826","1",
"2053","10840","1",
"2054","467","1",
"2054","3136","1",
"2054","7607","1",
"2055","467","1",
"2055","3136","1",
"2055","7607","1",
"2056","467","1",
"2056","3136","1",
"2056","7607","1",
"2057","467","1",
"2057","3136","1",
"2057","7608","1",
"2058","467","1",
"2058","3136","1",
"2058","7608","1",
"2059","467","1",
"2059","2740","1",
"2059","3393","1",
"2059","3813","1",
"2059","4465","1",
"2059","5584","1",
"2060","467","1",
"2060","2740","-1",
"2060","4466","1",
"2061","467","1",
"2061","2740","-1",
"2061","4466","1",
"2062","467","1",
"2062","2739","1",
"2062","3393","1",
"2062","3813","1",
"2062","4465","1",
"2062","5584","1",
"2063","467","1",
"2063","2739","-1",
"2063","4466","1",
"2064","467","1",
"2064","2739","-1",
"2064","4466","1",
"2066","468","1",
"2066","2610","1",
"2066","2650","-1",
"2066","2745","1",
"2066","3393","1",
"2066","4468","1",
"2067","468","1",
"2067","2610","1",
"2067","2650","-1",
"2067","2746","1",
"2067","3393","1",
"2067","4468","1",
"2068","468","1",
"2068","2610","-1",
"2068","2746","-1",
"2068","3981","1",
"2068","4469","1",
"2069","468","1",
"2069","2610","-1",
"2069","2746","-1",
"2069","3981","1",
"2069","4469","1",
"2070","468","1",
"2070","2610","-1",
"2070","2746","-1",
"2070","3981","1",
"2070","4469","1",
"2071","468","1",
"2071","2610","-1",
"2071","2745","-1",
"2071","3981","1",
"2071","4469","1",
"2072","468","1",
"2072","2610","-1",
"2072","2745","-1",
"2072","3981","1",
"2072","4469","1",
"2073","469","1",
"2073","2584","1",
"2073","2651","-1",
"2073","3393","1",
"2073","4001","1",
"2073","4471","1",
"2074","469","1",
"2074","2584","1",
"2074","2651","-1",
"2074","3393","1",
"2074","4001","1",
"2074","4471","1",
"2075","469","1",
"2075","2584","-1",
"2075","4472","1",
"2076","469","1",
"2076","2584","-1",
"2076","4472","1",
"2077","469","1",
"2077","2584","-1",
"2077","4472","1",
"2078","470","1",
"2078","2585","1",
"2078","2653","-1",
"2078","2749","1",
"2078","3393","1",
"2078","3991","1",
"2078","4474","1",
"2079","470","1",
"2079","2585","1",
"2079","2653","-1",
"2079","2750","1",
"2079","3393","1",
"2079","3991","1",
"2079","4474","1",
"2080","470","1",
"2080","2585","-1",
"2080","2749","-1",
"2080","4475","1",
"2081","470","1",
"2081","2585","-1",
"2081","2749","-1",
"2081","4475","1",
"2082","470","1",
"2082","2585","-1",
"2082","2750","-1",
"2082","4475","1",
"2083","470","1",
"2083","2585","-1",
"2083","2750","-1",
"2083","4475","1",
"2084","471","1",
"2084","2586","1",
"2084","2654","-1",
"2084","2751","1",
"2084","3393","1",
"2084","4004","1",
"2084","4477","1",
"2085","471","1",
"2085","2586","1",
"2085","2654","-1",
"2085","2752","1",
"2085","3393","1",
"2085","4004","1",
"2085","4477","1",
"2086","471","1",
"2086","2586","-1",
"2086","2751","-1",
"2086","4478","1",
"2087","471","1",
"2087","2586","-1",
"2087","2752","-1",
"2087","4478","1",
"2089","473","1",
"2089","5382","1",
"2089","6697","1",
"2089","10356","1",
"2090","473","1",
"2090","5383","1",
"2090","6698","1",
"2090","10356","1",
"2091","473","1",
"2091","2402","1",
"2091","4668","1",
"2091","4669","1",
"2091","5381","1",
"2091","5634","1",
"2091","5731","1",
"2091","6697","0",
"2091","6761","1",
"2092","473","1",
"2092","2403","1",
"2092","4668","1",
"2092","4669","1",
"2092","5384","1",
"2092","5635","1",
"2092","5732","1",
"2092","6698","0",
"2092","6762","1",
"2093","473","1",
"2093","1693","1",
"2093","2340","1",
"2093","2404","1",
"2093","4668","1",
"2093","4669","1",
"2093","5385","1",
"2093","5636","1",
"2093","5733","1",
"2093","6657","1",
"2093","6663","1",
"2093","6697","0",
"2093","7587","1",
"2094","473","1",
"2094","1693","1",
"2094","2340","1",
"2094","2405","1",
"2094","4668","1",
"2094","4669","1",
"2094","5386","1",
"2094","5637","1",
"2094","5734","1",
"2094","6657","1",
"2094","6663","1",
"2094","6698","0",
"2094","7587","1",
"2095","473","1",
"2095","2406","1",
"2095","4668","1",
"2095","4669","1",
"2095","5387","1",
"2095","5638","1",
"2095","5735","1",
"2095","6697","0",
"2095","6761","1",
"2096","473","1",
"2096","2407","1",
"2096","4668","1",
"2096","4669","1",
"2096","5388","1",
"2096","5639","1",
"2096","5736","1",
"2096","6698","0",
"2096","6762","1",
"2097","473","1",
"2097","1887","1",
"2097","4668","1",
"2097","5358","1",
"2097","5737","1",
"2097","6530","1",
"2097","6657","1",
"2097","6697","0",
"2097","6761","1",
"2098","473","1",
"2098","1887","1",
"2098","4668","1",
"2098","5358","1",
"2098","5738","1",
"2098","6530","1",
"2098","6657","1",
"2098","6698","0",
"2098","6762","1",
"2101","474","1",
"2101","1794","0",
"2101","1887","1",
"2101","2329","1",
"2101","2402","-1",
"2101","2464","0",
"2101","2807","0",
"2101","4395","1",
"2101","5634","-1",
"2101","5731","-1",
"2101","6440","1",
"2101","6645","1",
"2101","6657","1",
"2101","10600","1",
"2102","474","1",
"2102","1794","0",
"2102","1887","1",
"2102","2329","1",
"2102","2403","-1",
"2102","2464","0",
"2102","2808","0",
"2102","4395","1",
"2102","5635","-1",
"2102","5732","-1",
"2102","6440","1",
"2102","6645","1",
"2102","6657","1",
"2102","10600","1",
"2103","474","1",
"2103","1794","1",
"2103","2464","1",
"2103","2808","1",
"2103","4022","1",
"2103","4671","1",
"2103","5384","1",
"2103","5635","-1",
"2103","6657","1",
"2103","10548","1",
"2104","474","1",
"2104","1794","-1",
"2104","2268","1",
"2104","2309","1",
"2104","2403","-1",
"2104","2464","-1",
"2104","2662","1",
"2104","2808","-1",
"2104","3126","1",
"2104","4672","1",
"2104","5732","-1",
"2104","6019","1",
"2104","6584","1",
"2105","474","1",
"2105","1794","-1",
"2105","2268","1",
