"IDDEVICE","NAME_DEVICE","IDTYPE_DEVICE","UUID","GMT_SHIFT","DAYLIGHT","MANUAL","SHORT_NAME"
"4998","Вагон-дома","1","{341A3BFD-8C1D-4D28-8A8B-15F8450FF297}","6","true","true",
"4999","КТПН № 2 К-103  {05.01.2010}","1","{EC25BA94-D792-4B2E-9551-C3E3CF704F14}","6","true","true",
"5000","По УМ КТПН № 2 К-103  {28.12.2011}  {09.02.2010}","1","{144D5E6A-A308-40A2-8FDB-4DEA73F5F5DE}","6","true","true",
"5001","по УМ Бригады КРС  {28.12.2011}","1","{51410F83-DEAD-47CE-96E5-EFCEB85735B4}","6","true","true",
"5002","КТПН 6/0,4 кВ 400 кВа Куст-111  {09.03.2010}","1","{85A50926-56B6-4836-9B59-A75EB1824FA7}","6","true","true",
"5003","по УМ","1","{9E3EA887-140E-4E41-8DC6-8661E776C0B6}","6","true","true",
"5004","по УМ","1","{A25BF327-2BC1-41D5-A2A2-5603FE873B97}","6","false","true",
"5005","КТПН 6/0,4 кВ 250 кВА КП-147  {24.03.2010}","1","{7BDD5FC4-1FAB-4281-B6AF-FAAD9204AAD6}","6","true","true",
"5006","по УМ","1","{DD17CF11-A877-4AF4-B245-5DEBC011025F}","6","false","true",
"5007","по УМ","1","{57FF0922-42E5-40B2-B4C2-B80D8EF62744}","6","false","true",
"5008","КТПН-6/0,4кВ 630кВА Куст-21юа №4","1","{5B2EB25F-DB37-4B78-B856-91D06DFF387D}","6","false","true",
"5009","КТПН №1 КП-6 АВ-0,4 №3","1","{6DE2E758-C533-4920-A03E-5DE70E23F4B9}","6","false","true",
"5010","КТПН №1 КП-6 АВ-0,4 №1","1","{9E769DFE-FB14-432E-ACA8-ECE7EE4AB9CF}","6","false","true",
"5011","по УМ 7,90кВт  {28.06.2013}","1","{EE50F879-3A9D-40B3-BFBF-67E60727FAB2}","6","false","true",
"5012","по УМ 7,90кВт  {28.06.2013}","1","{1C939092-6C14-4F93-8AB8-556BF0DBD80A}","6","false","true",
"5013","КТПН-6/0,4 кВ Бригада №42  {29.11.2013}","7","{B8503171-CB95-4FA2-8E69-FA179D7D27CE}",,"false","true",
"5014","по УМ 25 кВт   {31.12.1899}","7","{69390041-40C7-4E72-9E5D-4BF1EC486EC2}",,"false","true",
"5015","по УМ 7,90кВт  {28.06.2013}","1","{FCEBC09E-F341-4AF9-9C55-3ADB0FEE8CEA}","6","false","true",
"5016","по УМ 7,90кВт","7","{14105596-10C2-410B-A33A-2D642164F75E}",,"false","true",
"5017","по УМ 7,90кВт","1","{28102111-AB75-4081-8E8D-D43BF0DED473}","6","false","true",
"5018","по УМ 25 кВт  {31.05.2013}  {31.12.1899}","7","{3B66FE24-50D2-4AED-ABCB-BCC0C9D10801}",,"false","true",
"5019","КТПН-6/0,4 кВ Бригада №45  {29.11.2013}","7","{B31DDEA4-358F-45FC-A272-C1BD3451D2EF}",,"false","true",
"5020","по УМ 25 кВт","7","{302E81FF-CF4C-4D4C-AE80-068431B6879B}",,"false","true",
"5021","по УМ 25 кВт  {31.05.2013}","1","{94C84647-CEDF-4B12-A020-E376853509E3}","6","false","true",
"5022","по УМ 7,90кВт","1","{C10909C7-CBCD-4641-BF83-70351263ED80}","6","false","true",
"5023","по УМ 7,90кВт  {28.06.2013}","1","{E8751857-4F51-4E0B-A7C4-04EF9D889E4C}","6","false","true",
"5024","по УМ","7","{139E89B0-BC0E-41E3-9131-DB8322FB2F6B}",,"false","true",
"5025","по УМ","1","{E2ADBBB8-BDC3-408F-BA82-634D4A574AE3}","6","false","true",
"5026","-сварочный пост  {27.07.2010}  {26.07.2012}","1","{F5ACDCD0-F968-451F-9194-FDAEF5E88D51}","6","true","true",
"5027","КТП6/0,4кВ 2*400кВА ДНС-1. свароч.пост","1","{0A48A955-6542-465A-89CD-1F63C7DC773D}","6","false","true",
"5028","КТП 6/0,4кВ 2*400кВа ДНС-1,КЛ-0,4кВ","1","{2B300871-D246-4131-8950-8C292C8B0990}","6","true","true",
"5029","по УМ, Р - 20кВт  {29.10.2013}","1","{CB082A65-5FE6-4B7E-9392-122E63036A58}","6","false","true",
"5030","Уст. мощн. -бригады {30.11.2008}","1","{AA417586-BCB5-4277-A2BA-E5F66C1E315D}","6","false","true",
"5031","-база (Руст-55 Вт.) от КТПН-6/0,4 кВ ""КУСТ-31"" 400 кВа  {30.11.2008}  {30.11.2008}","1","{4AB6CC29-656A-46E9-A65B-AC12FA6CDC53}","6","true","true",
"5032","-База  {30.11.2008}  {30.11.2008}","1","{0701BF2A-A1FB-42C7-81B8-15A6440A780C}","6","true","true",
"5033","-База  {28.12.2008}","1","{A03059F3-7B53-4896-A3CB-324057F2CD20}","6","true","true",
"5034","КТПН 160 кВА НСС контр.пр.21.07.21-46538,2","1","{448E5DA7-B6D0-4D64-A6DA-59F6E45608BB}","6","true","true",
"5035","Склад хранения мин. добавок (Разр.-60 кВт) от КТПН 250 кВа ""Мег.сельхозт.""","1","{34195A45-ACEB-4664-B19A-F67C6BECC3A4}","6","true","true",
"5036","Счетчик электрический","1","{4A6277D4-C227-45FD-A68D-C1FD35E80FC4}","6","true","true",
"5037","--КТПН 63 кВА Вертолетная площадка  {30.06.2010}","1","{0E36C119-A45F-4A2B-B815-57D71C89A4A5}","6","true","true",
"5038","СОТ КТПН 160 кВА Скв.588","1","{DF502690-45C9-4045-90B3-25D07A85F0EF}","6","true","true",
"5039","СОТ КТПН Скв.500","1",,"6","true","true",
"5040","--КТПН 2*630 кВА Финский холодильникк № 1  {31.07.2012}","1","{B9FEB6A4-1439-4E82-B816-F094DEC2D42B}","6","false","true",
"5041","Счетчик электрический","1","{D9FFCC80-CF03-4183-9CDA-BF0512080C97}","6","false","true",
"5043","-Вагон-дома  {26.04.2012}","1","{5BDD4D78-75B9-4D2D-BE3D-47F2C52B7A01}","6","false","true",
"5044","-Шкаф ТСН,  КЛ-0,4кВ  {26.04.2012}","1","{05C814BD-A56A-4724-8075-FA2C4EF0D321}","6","false","true",
"5045","ЦППН-2","1","{D5964FF2-73FA-47C3-9ED3-B95F34888F9C}","6","false","true",
"5046","РУ-6кВ №3 в вагоне бытовке","1","{FA5C7613-C95D-4F95-92E4-96E1DD98F0CF}","6","false","true",
"5047","КТП-6/0,4кВ 2*1000 кВа ДНС-1 Ю-А","1","{ED6B3406-D721-44BE-BDC5-E88420F1EA9A}","6","false","true",
"5048","ДНС-2","1","{EBC353B0-888D-4B35-AE11-DFFA7461AC70}","6","false","true",
"5049","РУ-6кВ ДНС-1 ф6кВ №16","1","{846C0759-3921-477D-9E98-689CB1C9B797}","6","true","true",
"5050","бригады{26.10.2009}","1","{869B169F-5313-4BFA-8D5F-A8EBA8CFF95D}","6","true","true",
"5051","Бригады","7","{9F13CE61-1745-49E3-98D6-8DF77D1DDDEE}",,"false","true",
"5052","Вагон-дома","1","{7F367196-1FFC-40AA-9822-E6D89F13CF7A}","6","false","true",
"5053","Счетчик электрический ручной","7","{B4FE0EBF-2152-440F-87E6-E0BFF0B8229C}",,"false","true",
"5055","-СН-МНГ  {26.10.2011}","1","{6AB3E597-9B1C-4B4D-9347-6706FB4AB6FF}","6","false","true",
"5056","КТПН-6/0,4 кВ 2*630 квА №2 ""МНРС"" ВВ-2 контр.пр.- 14.07.21-1959,0","7","{E518EF15-E0AA-4E3A-B625-3823360B1C8C}",,"false","true",
"5057","КТПН-6/0,4 кВ 2*630 квА №2 ""МНРС"" ВВ-1 контр.пр.- 14.07.21-18960,9","7","{FFA91C39-8150-4E27-8532-6B8E91FFD3CC}",,"false","true",
"5059","КТПН-6/0,4 кВ 2*630 кВА №1 ""МНРС"" ВВ-2 контр.пр.-14.07.21 - 21767,9  {29.01.2013}","7","{1D298A6F-B9E8-4F11-99CA-A3EBA2B15D55}",,"false","true",
"5061","-КТПН-6/0,4 кВ 2*630 кВА №1 ГЭС (Рразр- 50 кВт)  {30.11.2008}  {30.11.2008}","1","{E89C42C3-2578-424A-BBE0-55963E921277}","6","true","true",
"5062","-КТПН-6/0,4 кВ 2*630 кВА № 1 ГЭС(Рразр-50 кВт)  {30.11.2008}  {30.11.2008}","1","{4D633A1C-BDBD-488B-9A78-DB92D6718044}","6","true","true",
"5063","-КТПН-6/0,4 кВ 2*630 кВА №2 Т-1 ГЭС(Рразр-100 кВт)  {30.11.2008}  {30.11.2008}","1","{6F19FF32-C690-4CB1-A3BB-4AD766C3F86A}","6","true","true",
"5064","-КТПН-6/0,4 кВ 2*630 кВА №2 Т-2 ГЭС (Разр-100 кВт)  {30.11.2008}  {30.11.2008}","1","{EB2BD0D9-86BE-4C39-93AD-4E7DD14129F2}","6","true","true",
"5065","-КТПН-6/0,4 кВ 400 кВа (Руст-13 кВт)","1","{13C9EBBB-487F-42DA-BE12-9B8C3DAA36D3}","6","true","true",
"5066","-расчет по мощности - 13 кВт  {01.01.2007}","1",,"6","true","true",
"5067","Стройплощадка(Р разр.=100 кВт)","1","{7BB519FE-D2F1-4CBF-9357-DC9BFC982387}","6","true","true",
"5068","-База от  ПС 35/6  КНС-3МР ф. 6 кВ № 7,18    {30.11.2011}","1","{E8E1B99C-9D21-4F13-B14C-80D245EA4EC5}","6","true","true",
"5069","-КТПН 6/0,4кВ 630 кВА ""Теплонефть""  снят  {28.12.2008}","1","{4D2695BB-8AE2-44B6-9ED7-7E337C130228}","6","true","true",
"5070","-КТПН 6/0,4кВ 630 кВА ""Теплонефть""  снят","1","{5E36F86B-D1E9-4BD9-90A6-36F9B4725804}","6","true","true",
"5071","--КТПН 6/0,4кВ 630 кВА ""Теплонефть""    {30.11.2011}","1","{2A886969-5BC4-4589-B16A-870EDE0AFA25}","6","true","true",
"5073","Ввод 1  {28.11.2008}  {30.11.2011}  {01.11.2008}","1","{17D8C2A4-C101-4D7F-A925-5CFFB327E66A}","6","false","true",
"5076","КТПН 2x630 кВА ""Жемчужина"" вв-1","1","{182C90AA-41A0-47A1-8B74-FAB8EF37777D}","6","true","true",
"5077","--КТПН 2x630 кВА ""Жемчужина"" вв-2  {30.11.2011}  {30.11.2011}","1","{656DCF53-C684-48C6-B105-20C1575C4D09}","6","true","true",
"5078","КТПН 2x630 кВА ""Жемчужина"" вв-2","1","{F905D1C9-2FFC-4215-AD46-C0B88C1ADB90}","6","false","true",
"5080","-Фид. 6кВ №15  {15.04.2009}","1","{6A2A9A61-91D6-443B-9526-DBFAE33C3385}","6","false","true",
"5081","Фид. 6 кВ №6","1","{FF7A5B09-AD8D-442E-BEAA-81760C27F200}","6","false","true",
"5082","Фид. 6 кВ №6","1","{1CA43B18-1C42-4EF2-989A-138D734F3BF7}","6","false","true",
"5084","Гостиница ""Адрия"" (Руст.- 67,25 кВт) от КТПН-6/0,4 кВ ""Адрия"" 2*400 кВа","1",,"6","true","true",
"5085","Гостиница ""Адрия"" (Руст.- 67,25 кВт) от КТПН-6/0,4 кВ ""Адрия"" 2*400 кВа","1","{E2C92CDD-418B-4158-893F-DDD45E612DD6}","6","true","true",
"5086","Магазин КТПН 6/0,4 кВ 2*400 кВа    {01.01.2007}  {26.01.2009}  {26.01.2009}","1","{DA890E13-F12A-4DEE-83FB-7BED5AC63319}","6","true","true",
"5087","База (Руст-) от КТПН-6/0,4 кВ   {01.01.2007}","1","{A4B5CBF1-8574-4C92-8341-52B684501F66}","6","true","true",
"5088","База КТПН 6/0,4 кВ АРБ (Рразр-30 кВт) {07.10.2009}","1","{670D29E5-BB82-4A5A-8D0A-C4F5759D5B9E}","6","true","true",
"5089","Расчет по сс с 1.12 по 04 декабря 09 г  {28.09.2009}  {24.08.2009}","1","{6400C570-3866-499D-AED5-6A0A77DEADE7}","6","true","true",
"5090","по У.м.","1","{47521095-5C34-4B6A-82EA-970D0B50764C}","6","true","true",
"5092","Здание РММ (Руст-80 кВт.) от КТПН-6/0,4 кВ ""АРБ""400 кВа","1","{A470545F-01CE-4AEF-88E5-AD8FE934718B}","6","true","true",
"5093","Стройплощадка АБК ВНГДУ ""СН-МНГ"" (Рразр-100 кВт.)от РЩ-0,4кВ","1","{E2E34B79-D6CA-42F3-B462-703E81AFA090}","6","true","true",
"5094","Магазин Автомир КТПН 630 кВА","1",,"6","true","true",
"5098","-РУ-0,4 Автомойка КЛ-0,4 № 6 от КТПН 6/0,4кВ 630кВА ""Теплонефть""  {01.01.2007}","1",,"6","true","true",
"5099","-РУ-0,4 РММ КЛ-0,4 № 6 от КТПН 6/0,4кВ 630кВА ""Теплонефть""  {01.11.2008}","1","{5549734B-BCDB-4E4A-96CD-0904A9314B0E}","6","true","true",
"5100","-РУ-0,4 СТО КЛ-0,4 № 6 от КТПН 6/0,4кВ 630кВА ""Теплонефть""ЗАМЕНЕН  {16.11.2011}","1","{F87846BB-C90E-4A0A-AA75-16E080B87866}","6","true","true",
"5101","РУ-0,4 Склад запас.частей КТПН-6/0,4кВ 630кВА Теплонефть  {28.01.2013}","1","{03874CAD-1DF3-4FF2-B6BF-06D1A69FAD6B}","6","false","true",
"5102","-Здание РММ, ул. Победы ,5    {01.11.2008}","1","{6E0578E6-613A-4FD4-81C8-75C6D6D84AAF}","6","true","true",
"5103","Яч. № 3","1","{6548FCE5-C229-4AF9-BF0A-3081ABA765BA}","5","false",,
"5104","Яч. № 4","1","{19BB567C-55ED-418C-B7C1-BCDF56FF6EF4}","5","false",,
"5105","Снят учет","1","{7CA9C7E1-BF2C-4369-BB75-D741E1B7348E}","6","true","true",
"5106","Офис от ТСН-1","1","{6453D705-8AB1-4DFA-9D5B-7F0245EF61C9}","6","true","true",
"5107","Ввод 1  {28.11.2008}  {30.11.2011}  {01.11.2008}","1","{17D8C2A4-C101-4D7F-A925-5CFFB327E66A}","6","false","true",
"5109","-КТПН 6/0,4кВ 630 кВА ""Теплонефть""  снят  {28.12.2008}","1","{4D2695BB-8AE2-44B6-9ED7-7E337C130228}","6","true","true",
"5110","-КТПН 6/0,4кВ 630 кВА ""Теплонефть""  снят","1","{5E36F86B-D1E9-4BD9-90A6-36F9B4725804}","6","true","true",
"5111","--КТПН 6/0,4кВ 630 кВА ""Теплонефть""    {30.11.2011}","1","{2A886969-5BC4-4589-B16A-870EDE0AFA25}","6","true","true",
"5113","Группа пром сан Нефтянников 14   СНЯТ","1","{052D831C-9879-4A70-817F-D85421EA9608}","6","true","true",
"5114","перерасчет","1","{9A02B9EC-BBE5-4863-A3D3-21BCCB21C4F4}","6","true","true",
"5115","ПС Заречная КТП 2х630 кВА  №12","1","{08C61D7D-6961-4925-97ED-6176DED39DEC}","6","true","true",
"5116","Геонац ВРУ-1  {01.01.2012}  {01.01.2012}  {01.01.2012}","1","{ADDD29D4-08D6-4C66-A644-335BBB885B0A}","6","false","true",
"5117","Геонац ВРУ-2  {01.01.2012}  {01.01.2012}  {01.01.2012}","1","{195DB35B-463E-4E85-843B-50E385EF2C73}","6","false","true",
"5118","ЗПУ от КТПН 6/0,4 кВ 2*630 кВа № 12","1","{F0784F0E-3E2D-439C-9C20-B6F1BBCC94B3}","6","true","true",
"5119","Офис ""Даша"" КТПН 6/0,4 кВ № 12   {30.11.2008}  {30.11.2008}","1","{40B1BF65-4838-42D0-AA4B-9EE9DED60C44}","6","true","true",
"5120","ЛДЦ ПАО ""СН-МНГ"" Офис Даша  {01.10.2010}","1","{1AD9C509-8EF9-47CB-A9D9-7AFC56811842}","6","true","true",
"5121","-""Здоровье""офис КТПН 6/0,4 кВ № 21  {30.11.2008}  {30.11.2008}  {30.11.2008}","1","{191A1FA9-D0CB-4EAD-A76E-D61E8D2FA757}","6","true","true",
"5122","ЛДЦ ПАО ""СН-МНГ"" ВРУ № 2 ВВ-1{30.08.2011}  {30.08.2011}","1","{8D9F9978-FDF3-46B0-B3B2-13D2FC0588F6}","6","true","true",
"5123","--""Здоровье""офис КТПН 6/0,4 кВ № 21  {30.11.2008}","1","{9D8AC2C5-53E8-4837-9E1D-1E429FC0A65B}","6","true","true",
"5124","ЛДЦ ПАО ""СН-МНГ"" ВРУ-№ 2 ВВ-2  {30.08.2011}  {30.08.2011}","1","{AD48355F-7D61-4CB4-AE7C-EA0588AF245F}","6","true","true",
"5125","Столовая ЛДЦ  ПАО ""СН-МНГ""  {01.01.2011}","1","{4F5A6DC7-8477-454F-8108-CCA93720F5FB}","6","true","true",
"5126"," КТПН 6/0,4 кВ № 21  {01.11.2008} снят","1","{7CC85B88-A696-469F-B862-FE7C69F59682}","6","true","true",
"5127","Автомагазин ""Автолюбитель""(Руст.-3 кВт) от КТПН-6/0.4 кВ 2*400 кВа ""Пивзавод""","1",,"6","true","true",
"5128"," ""Пивзавод"" 2*400 кВа  - не использовать!","1","{1F59A279-5BE1-43CD-9080-9FA726C73A24}","6","true","true",
"5129","""Пивзавод"" 2*400 кВа  - не использовать!","1","{980C3BD2-77C8-41E0-9EB5-4B1538BF17C5}","6","true","true",
"5130","Пивзавод 2*400кВА Ввод №1  {28.11.2011}","1","{E8FC7A19-961E-4CC5-97BD-27711F6DDCC5}","6","true","true",
"5131","Пивзавод 2*400кВА Ввод №2","1","{63F3A25D-F14A-4BDF-AB16-2A0AEA680BAA}","6","true","true",
"5132","КТПН ""Пивзавод"" вв 1  старый   {30.11.2011}","1","{8DD7AC34-B740-4018-AC41-F767BF841ED1}","6","true","true",
"5133","КТПН ""Пивзавод"" вв 1","1","{061499D8-1DD8-4ED3-BA51-46FDA437370E}","6","false","true",
"5134","--КТПН ""Пивзавод"" вв 2  старый","1","{A2AB3470-32D5-4361-B0FB-5C82963C3813}","6","true","true",
"5135","КТПН ""Пивзавод"" вв 2","1","{CBDB07BB-8D69-4A6E-BF86-3ABA32E1B5EB}","6","false","true",
"5136","ГСК Южный, учет в КТПН-6/0,4 кВ Пивзавод    {24.11.2009}","1","{6D340529-143D-43D3-B6AB-DC4C5E5CF14F}","6","true","true",
"5137","Учет снят}","1",,"6","true","true",
"5140","Узел связи (Руст.-) от КТПН-6/0,4 кВ ""Пивзавод"" 2*400 кВа - не использовать!","1",,"6","true","true",
"5141","-старый  Узел связи (Руст.-) от КТПН-6/0,4 кВ ""Пивзавод"" 2*400 кВа   {30.11.2011}","1","{7CFC6BDE-BA22-4839-971F-27C018359C12}","6","true","true",
"5146","Учет снят","1","{40C8D496-2158-4BF9-8C57-4BC8A629E823}","6","true","true",
"5147","-- ОГЭ ОАО ""СН-МНГ"" (диспетчерский пункт)  от КТП № 27  {30.11.2011}","1","{C4836F24-40A6-466D-8DD3-E41E71C8771B}","6","true","true",
"5148","--КТП-6/0,4кВ 2*160кВА МУС,Ввод1  {01.06.2011}","1","{EA9E1712-674C-4C7A-B95A-9AC69756F370}","6","true","true",
"5149","--КТП-6/0,4кВ 2*160кВА МУС,Ввод2  {01.06.2011}","1","{5591CA10-1ECA-4D86-8B7C-F71B1E9BC235}","6","true","true",
"5150","-КТП-6/0,4кВ 2*1000кВА Соболь новое, ГРЩ Ввод№1  {30.01.2012}","1","{F04D0EAF-270B-4993-B6FD-93635015AD68}","6","true","true",
"5151","-КТП-6/0,4кВ 2*1000кВА Соболь новое,ГРЩ Ввод№2  {30.01.2012}","1","{218ACF41-0B79-4C7C-9738-DD51A1AF2C57}","6","true","true",
"5152","-КТП-6/0,4кВ 2*1000кВА Соболь новое, Ввод№1 в ВРУ 1  {30.01.2012}","1","{F9412C02-FAD7-4D2F-B1B9-A41D48105F49}","6","true","true",
"5153","-КТП-6/0,4кВ 2*1000кВА Соболь новое, Ввод№2 в ВРУ 2  {01.06.2011}  {30.01.2012}","1","{F76D10C0-2C4C-4479-B8FA-6E09D7D669EE}","6","true","true",
"5154","Танцевальный зал ОАО ""СН-МНГ""","1","{EC04AE29-59B2-4A0D-9BD1-9C542CDB6586}","6","true","true",
"5155","КТПН 250 кВА ГСК Кароса  контр.пров.16.08.21 - 011479,2 {29.03.2010}","1","{A519CA5E-85D4-4661-A6ED-1763815A8234}","6","true","true",
"5156","КТПН-6/0,4 кВ 250 кВа ГСК ""Кароса"" (Руст.-34 кВт)  {01.01.2007}  {01.01.2007}","1",,"6","true","true",
"5157","Гаражи ГСК ""Лада"" (Руст.-  ) от КТПН 6/0,4 кВ 400 кВа №2 ""Город""","1",,"6","true","true",
"5158","Гаражи ГСК ""Лада"" (Руст.-  ) от КТПН 6/0,4 кВ 400 кВа №2 ""Город""","1",,"6","true","true",
"5160","Учет снят","1","{40C8D496-2158-4BF9-8C57-4BC8A629E823}","6","true","true",
"5161","КТПН 400 кВА № 2 НСТ замена на 1112132585","1","{990C6C04-8610-4F21-8858-E04BE2AF6243}","6","true","true",
"5162","-КТПН-6/0,4 кВ  №2 400 кВа (Руст- 240 кВт)    {30.11.2008}  {30.11.2008}","1","{C16343BC-91B9-465C-B1F7-49359C564CDD}","6","true","true",
"5163","-Учет снят  {30.11.2008}","1","{956E1EBF-7D2A-464D-A98E-6B8776C6BC74}","6","true","true",
"5164","--АУП ОАО ""СН-МНГ"" Архив   {01.01.2010}","1","{AED33852-1499-4960-B53F-E777116D2697}","6","true","true",
"5165","-Учет снят  {30.11.2008}","1","{8BF33197-67EE-49A8-9BA0-15AC72FC6AD5}","6","true","true",
"5166"," АУП ОАО ""СН-МНГ"" Вычислительный центр","1","{882C065B-5C6E-4E27-9192-A5DF76A98EE9}","6","true","true",
"5167","КТП-6/0,4кВ МУС, Ввод №2","1","{17E3719E-4251-4CA5-8EC1-13B11EEABBCC}","6","false","true",
"5168","КТП-6/0,4кВ МУС, Ввод №1","1","{05F1C60C-B91F-4612-BDE9-9BED7591741E}","6","false","true",
"5169","-Пр. база (Ру-120кВт) КЛ-0,4кВ от ТП 6/0,4кВ 2x160кВА ""МУС"" вв-1    {29.11.2011}","1","{20FBB250-5C6D-4156-AA0F-605A7214C3F8}","6","false","true",
"5170","-Пр. база (Ру-120кВт) КЛ-0,4кВ от ТП 6/0,4кВ 2x160кВА ""МУС"" вв-2    {29.11.2011}","1","{BC3329BF-4648-41D7-9738-74553CB51BA7}","6","false","true",
"5172","Управление УМТС ПАО ""СН-МНГ""-Причал (проверка 13.05.21-2370,4152)","1","{8AB492E3-8F11-49C1-99BC-E46C8729C15D}","6","true","true",
"5173","КТПН 6/0,4кВ 250 кВА ""Причал""","1","{ECCA9C21-1835-4667-87BE-C52F0C6CDEA9}","6","true","true",
"5174","ф 6 кВ № 14","1","{82EA1BC5-19B9-4E46-8452-DCC8F92A0418}","6","true","true",
"5175","ф 6 кВ № 18","1","{D591F58D-D981-4674-A4E8-C141E3E5C009}","6","true","true",
"5176","ф 6 кВ № 4","1","{4B21313B-29EB-4A8A-9D28-D369A0FB5D58}","6","true","true",
"5177","ф 6 кВ № 8","1","{AF116E2D-4AF6-41E5-B952-D6021B1EBAED}","6","true","true",
"5178","сл собств. безопасности СН МНГ  -3500 {01.01.2010}","1","{2EBF12F1-40C2-46BC-837B-8617B8C8D7CE}","6","true","true",
"5179","АБК снят","1","{B15AA672-5FD2-44B9-9E51-A07FAB246F86}","6","true","true",
"5180","АБК  снят","1","{51E2EA12-CEF3-4E2F-8028-64AB791B3EEA}","6","true","true",
"5181","КДМ-1","1","{320F683C-1612-4F48-B053-F19EB5EE4B1E}","6","true","true",
"5182","КДМ-2","1","{166C7BFA-4C00-43C7-8C25-E678A0910F56}","6","true","true",
"5183","КДМ-4","1","{0FE24CB0-606C-40C6-A282-2A8A8240E59C}","6","true","true",
"5184","КДМ-5","1","{2F2F5C77-8C59-42AF-8826-4F65A918F059}","6","true","true",
"5185","Общежитие № 1  {30.08.2011}","1","{F2CA9264-A81E-413A-BEBB-A298F49FA065}","6","true","true",
"5186","Общежитие № 3  {30.08.2011}","1","{AF6E8708-1B78-4D49-A58E-156CC8958938}","6","true","true",
"5187","-КДМ-3","1","{779CC220-68DE-42FC-BB10-DEA57EB3F0BC}","6","true","true",
"5188","-КДМ-5 -снят  {01.12.2009}","1","{454FC2FA-FB42-49CB-980C-CEBFA7F39D5F}","6","true","true",
"5189","-Общежитие № 2  {30.08.2011}  {30.08.2011}","1","{C40548A1-23F7-4DA9-BC19-DE0F558EBD46}","6","true","true",
"5190","КТПН 400 кВА СМУЭР","1","{D6507F74-1AB0-404F-9558-9438A77CEDA1}","6","true","true",
"5191","сл собств. безопасности СН МНГ  -3500 {01.01.2010}","1","{2EBF12F1-40C2-46BC-837B-8617B8C8D7CE}","6","true","true",
"5192","акт о безучетн.потреблении за декабрь","1","{B2C25024-5020-4A7A-A61B-0CED81E69B99}","6","true","true",
"5193","База КТПН 6/0,4 кВ 400 кВА Вольво {01.01.2007}","1",,"6","true","true",
"5194","-расчет по мощности - 13 кВт  {01.01.2007}","1",,"6","true","true",
"5195","КТПН 6/0,4 кВ 400 кВА  ""Стройдизайн""(Ру-30кВт)","1",,"6","true","true",
"5196","-Офис КТПН 6/0,4 кВ № 33  {28.09.2010}  {28.09.2010}","1","{279EDFFF-0D89-4595-A60B-FD9F53F9D444}","6","true","true",
"5197","Цех РСЦ (Рразр.-320 кВт) от КТПН-6/0,4 кВ 400 кВа РСЦ","1","{986AA90D-C960-4F20-A472-90F2C836FC19}","6","true","true",
"5198","-КТПН-6/0,4 кВ 2*630 кВА №1 ГЭС (Рразр- 50 кВт)  {30.11.2008}  {30.11.2008}","1","{E89C42C3-2578-424A-BBE0-55963E921277}","6","true","true",
"5199","-КТПН-6/0,4 кВ 2*630 кВА № 1 ГЭС(Рразр-50 кВт)  {30.11.2008}  {30.11.2008}","1","{4D633A1C-BDBD-488B-9A78-DB92D6718044}","6","true","true",
"5200","-КТПН-6/0,4 кВ 2*630 кВА №2 Т-1 ГЭС(Рразр-100 кВт)  {30.11.2008}  {30.11.2008}","1","{6F19FF32-C690-4CB1-A3BB-4AD766C3F86A}","6","true","true",
"5201","-КТПН-6/0,4 кВ 2*630 кВА №2 Т-2 ГЭС (Разр-100 кВт)  {30.11.2008}  {30.11.2008}","1","{EB2BD0D9-86BE-4C39-93AD-4E7DD14129F2}","6","true","true",
"5202","-КТПН-6/0,4 кВ 1*400 кВА ГЭС (Рразр-100 кВт)  {30.11.2008}  {30.11.2008}  {30.11.2008}","1","{15D08F8C-2E9E-4537-B0CD-865C154FA724}","6","true","true",
"5203","-Уст. мощн. - КТПН-6/0,4 кВ 1*400 кВа ГЭС  {23.02.2009}","1","{C0940A6D-6C5F-462B-9EB0-9B7E5DF01E81}","6","true","true",
"5205","-КТПН 6/0,4кВ №3 ""ЦБПО""   {01.09.2009}","1","{CF38D2CD-65A0-4A5D-8998-FAB81954E4B1}","6","true","true",
"5207","База (Рразр.-100 кВт.)","1","{C8E08725-0953-405F-8693-23100C33647E}","6","true","true",
"5209","-КТПН 250 кВА Сигнал  {01.01.2007}","1",,"6","true","true",
"5210","--СОК Кафе ""Жемчужина"" от КТПН 2*630 кВа ""Жемчужина""  {30.11.2008}","1","{1D981EA2-C8CD-4C4A-8DD3-D11E6712CB66}","6","true","true",
"5211","СОК Жемчужина ОАО ""СН-МНГ""","1","{0F736029-E6EE-4A9E-9E3C-FA5576BB1CDE}","6","true","true",
"5212","СОК Жемчужина ОАО ""СН-МНГ""","1","{98C73F34-3417-47C9-BF97-F51ECD4A6260}","6","true","true",
"5213","--Игровой зал  {30.11.2008}","1","{9550299C-81B4-4D1A-8969-DE85EE9D5CEB}","6","true","true",
"5214","--Уличное освещение  {30.11.2008}","1","{4A1B9C2E-4A92-4D4F-BC8F-D2777633B689}","6","true","true",
"5215","СОК Жемчужина ОАО ""СН-МНГ""","1","{94ED68A5-A4CA-4692-A29E-CB0C29CAD2F1}","6","true","true",
"5216","СОК Жемчужина ОАО ""СН-МНГ""","1","{F1675D79-2CD4-4FE4-9BB6-9748D5E03293}","6","true","true",
