"IDPOINT_CONNECTION","NAME_POINT_CONNECTION","IDREGION","UUID","GMT_SHIFT","POWER_ACT","POWER_REACT","PK","PXX","SN","IDCTG_SALE","U","R","IDCTG","POWER_ACT_OBRAT","POWER_REACT_OBRAT","TC_OV_IDCHANNEL","LAST_TC_OV","ATS_CODE","KEGOC_CODE","IDTYPE_FIDER","SHORT_NAME","MARKA_PROVODA","LENGTH","LOSS_KORONA","LOSS_TOK","LOSS_PROC","CONST","IXX","UKZ","IDPROCESS"
"11457","РУ6кВ КНС-1А: Яч.№02 Резерв","0","{76043962-4E9B-4681-8D26-A2BDF3519557}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11458","РУ6кВ КНС-1А: Яч.№05 1Т КТП ""КНС-1А""","0","{F9D5CA7E-3667-4B78-B0C4-167F513DE4E2}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11459","РУ6кВ КНС-1А: Яч.№09 СТД-6 №1 1250кВт","0","{A542CCBE-7BA2-4830-82C5-B475334C92F2}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11460","РУ6кВ КНС-1А: Яч.№10 СТД-6 №2 1250кВт","0","{501374C9-54BF-4E09-AB07-90219D82F44A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11461","РУ6кВ КНС-1А: Яч.№11 СТД-6 №6 1250кВт","0","{AFE56173-241E-4D25-A415-F858523F9921}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11462","РУ6кВ КНС-1А: Яч.№12 Резерв","0","{B0F0F61E-3E17-4752-8091-45BFD7DE1664}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11463","РУ6кВ КНС-1А: Яч.№14 2Т КТП ""КНС-1А""","0","{0EAAB397-829E-410F-9548-7C5B9A28DA36}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11464","РУ6кВ КНС-1А: Яч.№19 СТД-6 №3 1250кВт","0","{C188C231-BE48-4FF7-ACBA-8BC2C2B9E4BF}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11465","РУ6кВ КНС-1А: Яч.№20 СТД-6 №4 1250кВт","0","{45B03F31-669D-49F0-9364-B5BCA6050C8B}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11466","РУ6кВ КНС-1А: Яч.№21 СТД-6 №5 1250кВт","0","{A830AEAB-24C9-4120-A5D1-1144A7F0ABFE}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11467","РУ6кВ КНС-1А: Яч.№22 Резерв","0","{939ECC7A-60F9-4F44-B893-F5DA464270BB}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11468","РУ6кВ КНС-1А: Яч.№23 Резерв","0","{82037C5C-2F08-42F0-82FB-3043A7F06820}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11469","РУ6кВ KHC-1бис: Яч.№03 СТД №7 1250кВт","0","{A4974935-C4FF-41CC-879C-3987AC878137}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11470","РУ6кВ KHC-1бис: Яч.№23 СТД №8 1250кВт","0","{F96EDE4F-F790-4068-9ECC-077A8EBFC125}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11471","РУ6кВ КНС-1бис: Яч.№01 Резерв","0","{B23DFC91-6C4D-46EE-8FFD-74B66B1058F9}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11473","РУ6кВ КНС-1бис: Яч.№02 СТД №9 1250кВт","0","{8FAF293A-1B18-48F3-9824-F2C3DE1B378C}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11474","РУ6кВ КНС-1бис: Яч.№06 Резерв","0","{0F233F7C-99BE-4CD2-B8F5-6F7A921B325E}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11475","РУ6кВ КНС-1бис: Яч.№08 КТПН ""КНС-1Б"" Т-1","0","{3FC42078-39DC-45BD-82C4-B8D7735D1AB0}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11476","РУ6кВ КНС-1бис: Яч.№11 Резерв","0","{C857350F-66A7-4364-8125-2C52E81E7FAD}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11477","РУ6кВ КНС-1бис: Яч.№12 Резерв","0","{F9ACE46D-6137-4D99-9F57-8CCE23C827E6}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11478","РУ6кВ КНС-1бис: Яч.№15 Резерв","0","{0772D991-5C1E-42FC-8FAF-41A6AEE0C6BB}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11479","РУ6кВ КНС-1бис: Яч.№19 Резерв","0","{8C926912-12A2-490C-AD06-8DE35294A2C4}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11480","РУ6кВ КНС-1бис: Яч.№20 Резерв","0","{003546FB-D314-411A-841D-FB51CBC84EED}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11481","РУ6кВ КНС-1бис: Яч.№21 КТП ""КНС-1Б"" Т-2","0","{FBD6B25C-23D8-4C6B-9AD4-E551480BB70A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11482","РУ6кВ КНС-1бис: Яч.№22 Резерв","0","{F14D91CA-68B8-4885-B1C8-D3E15F683911}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11483","РУ6кВ КНС-1бис: Яч.№24 Резерв","0","{92C0593A-55FE-407B-8D5E-7767BEDBB359}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11484","РУ6кВ КНС-1бис: Яч.№25 Резерв","0","{AAE61AC5-8116-44B5-8A16-42525140DBF7}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11485","РУ6кВ КНС-2: Яч.№10 УПСВ-2 АД №4 250кВт","0","{75D143B0-3CE8-4924-B1DA-D42835CF124A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11486","РУ6кВ КНС-2: Яч.№11 ДНС-2 АД №2 250кВт","0","{167D81D8-8729-48E1-B513-9604FE482840}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11487","РУ6кВ КНС-2: Яч.№12 ДНС-2 АД №3 315кВт","0","{F31DD461-5B15-4188-9FEC-254CFCF10DEB}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11488","РУ6кВ КНС-2: Яч.№13 КНС-2 СД №4 1250кВт","0","{1DB299DB-7B4A-4A15-B188-96434A9359E7}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11489","РУ6кВ КНС-2: Яч.№14 УПСВ-2 АД №2 250кВт","0","{292F3493-5C86-470C-87BC-D99E527AF31F}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11490","РУ6кВ КНС-2: Яч.№15 КНС-2 СД №3 1250кВт","0","{320E41A3-3DE0-4302-AE4C-FED802681626}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11491","РУ6кВ КНС-2: Яч.№16 УПСВ-2 АД №1 315кВт","0","{D73CFE52-C647-4B63-BA8C-0794FACF69BA}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11492","РУ6кВ КНС-2: Яч.№17 КНС-2 СД №2 1250кВт","0","{8272CFC3-E9E8-4DE7-AAAE-A83967F3D707}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11493","РУ6кВ КНС-2: Яч.№18 УПСВ-2 АД №3 300кВт","0","{7AF03238-D51F-47BD-98B2-AB14C49C2CFB}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11494","РУ6кВ КНС-2: Яч.№19 КНС-2 СД №1 1250кВт","0","{B64EFC5E-4528-40F4-9F5C-7A63061A6234}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11495","РУ6кВ КНС-2: Яч.№20 ДНС-2 АД №1 315кВт","0","{147EF85C-B716-4E12-ACB9-1CD07695B4DA}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11496","РУ6кВ КНС-2: Яч.№21 КНС-2 СД №5 1250кВт","0","{FF101254-F42C-439E-9795-11C9AB0D1BFF}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11497","РУ6кВ КНС-2: Яч.№22 УПСВ-2 АД №5 250кВт","0","{D313420D-8257-41DE-9DA7-AC2DF8CFCB03}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11498","РУ6кВ КНС-2А: Яч.№09 СТД №6 1600кВт","0","{DB4969D1-97D4-4069-95AE-A26332E77A91}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11499","РУ6кВ КНС-2А: Яч.№10 СТД №7 1600кВт","0","{E1337A92-0D13-43A4-AFB6-D26D25C9E2FD}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11500","РУ6кВ КНС-2А: Яч.№11 Реактор СТД №8 1600кВт","0","{E9869C3B-C3D6-4514-B44C-C693125B1833}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11501","РУ6кВ КНС-2А: Яч.№12 Реактор СТД №9 1600кВт","0","{0A422F1C-749E-42A1-8C7B-0AB7AC657253}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11502","РУ6кВ КНС-2А: Яч.№13 КТП КНС-2А Ввод №1","0","{4DBA7830-F8CD-46EC-8E6A-3C51486B886F}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11503","РУ6кВ КНС-2А: Яч.№14 КТП КНС-2А Ввод №2","0","{484258DD-83C0-414C-984D-F52DA3E58DE9}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11504","РУ6кВ КНС-2А: Яч.№15 Блок СМП шкаф ШР-5/2","0","{8CA24E57-623F-48BB-8146-51B8EF39550E}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11505","РУ6кВ КНС-2А: Яч.№16 Блок СМП шкаф ШР-5/2","0","{B75FF5C5-E9E3-4D50-AEDE-428C43B95964}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11506","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 01 Резерв","0","{F49454D1-6C78-4FE4-82C3-68618D3EBE9D}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11507","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 02 Резерв","0","{C03B8C92-6BE1-4073-BE21-86D1EEC22EC2}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11508","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 05 АД-1 ДНС-1","0","{55B1FE21-70C6-4C4F-8110-7355B3DEB835}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11509","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 06 АД-2 ДНС-1","0","{124A52F9-1A46-4DA9-8DA7-5F9246F122E0}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11510","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 07 резерв","0","{85F49777-B6EF-4099-A50A-1E654F19EC97}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11511","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 08 АД-3 ДНС-1","0","{0E730680-7356-48FC-825D-17121017D66F}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11512","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 09 1Т КТП ""ДНС-1""","0","{E9A49A6D-93B0-4398-96EA-5D467DEA986A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11513","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 10 2Т КТП ""ДНС-1""","0","{8A3CBF72-9679-410B-B34C-4677CA984DDA}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11514","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 11 2Т КТП ""НКУ""","0","{9FE2F6D6-1C9C-43B4-9021-9083EAB4E7C2}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11515","РУ-6кВ ""ДНС-1"" Сортым: Ячейка 12 1Т КТП ""НКУ""","0","{75ADC0FF-BA10-454E-98EA-BF3FAA5A2D8D}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11516","РУ 6 кВ ""КНС-1"": Яч.№03 ТСН-1","0","{D295FF17-F0E6-468F-A06B-96166A90D277}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11517","РУ 6 кВ ""КНС-1"": Яч.№06 АД-2 КНС-1","0","{DADF5BBB-74FB-4F8E-A3D2-F7C2C3A4658B}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11518","РУ 6 кВ ""КНС-1"": Яч.№09 КТПН №1 ""КНС-1"" 250кВА","0","{63AEF486-10A8-41F8-A971-5E49E843C82C}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11519","РУ 6 кВ ""КНС-1"": Яч.№10 Резерв","0","{971583A3-8285-43A8-8937-9C8141D42F99}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11520","РУ 6 кВ ""КНС-1"": Яч.№11 Резерв","0","{F06D94AE-67B3-4B88-883E-19ED0E1CAA75}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11521","РУ 6 кВ ""КНС-1"": Яч.№13 ТСН-2","0","{6C487FE9-0164-419C-B04C-142E8022E4E9}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11522","РУ 6 кВ ""КНС-1"": Яч.№17 КТПН №2 ""КНС-1"" 250кВА","0","{4377339E-0C79-4576-94F1-1213E882EFA1}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11523","РУ 6 кВ ""КНС-1"": Яч.№19 АД-1 КНС-1","0","{9EF6364C-0361-481D-87D9-886CF142931E}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11524","РУ 6 кВ ""КНС-1"": Яч.№20 Резерв","0","{06C98040-419A-4ED9-9958-DF205DD0FFD4}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11525","РУ 6 кВ ""КНС-1"": Яч.№21 АД-3 КНС-1","0","{FDDF483B-5400-4114-83F4-0F64DF7A852C}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11526","РУ-6кВ ""КНС-2"" Сортым: Ячейка 09 Эл.дв.№1 КНС","0","{E5B94EB7-F5B0-4A3F-803E-623F50BBAF1C}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11527","РУ-6кВ ""КНС-2"" Сортым: Ячейка 10 Эл.дв.№2 КНС","0","{28696D57-284C-4F84-B32A-46DC9668BF0F}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11528","РУ-6кВ ""КНС-2"" Сортым: Ячейка 11 КТП 6/0,4 ""Нефтеслив"" Т-1","0","{943DB67A-1A75-4920-BDF3-84ED51B6DC23}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11529","РУ-6кВ ""КНС-2"" Сортым: Ячейка 12 КТП 6/0,4 ""Нефтеслив"" Т-2","0","{649EF4DA-6AD0-46A2-BB29-C3F063DAC63E}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11530","РУ-6кВ ""КНС-2"" Сортым: Ячейка 13 Эл.дв.№1 ДНС","0","{E51C83A6-03E3-4421-9210-7FFB43C3AB9E}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11531","РУ-6кВ ""КНС-2"" Сортым: Ячейка 14 Эл.дв.№2 ДНС","0","{47C7E0DF-D5DA-422F-90BD-36858CBC217B}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11532","РУ-6кВ ""КНС-2"" Сортым: Ячейка 15 КТП ""КНС"" Т-1","0","{A7BFBBD5-4985-4C38-B729-B761C77A201C}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11533","РУ-6кВ ""КНС-2"" Сортым: Ячейка 16 КТП ""КНС"" Т-2","0","{496B3774-BA79-419F-8A30-DA7374FA8A1A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11534","РУ-6кВ ""КНС-2"" Сортым: Ячейка 17 Эл.дв.№3 ДН","0","{76161D9F-33BA-4EC2-83E5-4BE13D56E090}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11535","РУ-6кВ ""КНС-2"" Сортым: Ячейка 18 Резерв","0","{91ED8CAA-CD3F-4571-8CFC-B7610FBD0D33}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11536","РУ-6кВ ""КНС-2"" Сортым: Ячейка 19 КТП ""ДНС"" Т-1","0","{BEDB6A61-AD12-4A1C-AA14-A1D5C743EE53}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11537","РУ-6кВ ""КНС-2"" Сортым: Ячейка 20 КТП ""ДНС"" Т-2","0","{ED143FD9-D303-4FA9-8F2D-EC5D20A5DEFE}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11538","РУ-6кВ ""КНС-2"" Сортым: Ячейка 21 УПП-1","0","{BDF27938-B2E5-4390-8670-5CFC57323439}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11539","РУ-6кВ ""КНС-2"" Сортым: Ячейка 22 УПП-2","0","{F7833778-9E9F-4107-90C4-A41E9F517277}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11540","РУ6кВ БКНС-6: ТСН-1","0","{AD60DC5A-56EB-40CC-A61B-B7E32162FB7C}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11541","РУ6кВ БКНС-6: ТСН-2","0","{E231ED10-0DED-47DC-A575-1BDF8A9F0500}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11542","РУ6кВ БКНС-6: Яч.№10 ВАО-250 №3","0","{A59443F4-CF62-4745-87DE-8EA9943BDF7D}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11543","РУ6кВ БКНС-6: Яч.№11 НПВ-3 250кВт","0","{F1C49AEE-8335-412B-9FE8-91136B9C9DF2}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11544","РУ6кВ БКНС-6: Яч.№13 НПВ-4 ВАО-250","0","{D3525401-71A1-4974-8392-D0A253B99D57}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11545","РУ6кВ БКНС-6: Яч.№15 КТП 6/0.4 Т-2 250кВА Котельная №8","0","{E957D9B1-9ED5-4D4D-A8AE-59FEB68D297B}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11546","РУ6кВ БКНС-6: Яч.№17 КТП 6/0.4 Т-1 250 кВа Котельная №8","0","{BC2E1223-815D-4099-9368-3BE5CC0B54DD}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11547","РУ6кВ БКНС-6: Яч.№19 ВАО-250 №2","0","{2DBFA3F1-CEEC-4180-A6E0-9ADC3BE97336}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11548","РУ6кВ БКНС-6: Яч.№20 НПВ-1 250кВт","0","{D2AA1BB5-1A7E-4EF5-B91E-C676BA6D982F}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11549","РУ6кВ БКНС-6: Яч.№21 НПВ-2 250кВт","0","{7BDE909F-07AB-452C-85D1-F8984DFDD284}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11550","РУ6кВ БКНС-6: Яч.№22 ВАО-250 №1","0","{1099414D-648B-4BD8-B9AC-C18EE4E87C7B}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11551","РУ6кВ ДНС-1: Яч.№01 2Т КТПН №2 160кВА","0","{54B8D438-361B-4324-A0AF-ED2573D4784F}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11552","РУ6кВ ДНС-1: Яч.№02 Резерв","0","{34340569-FA2A-4EA5-A30A-1427BD03B98B}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11553","РУ6кВ ДНС-1: Яч.№16 1Т КТПН №1 160кВА","0","{A3C208E2-1BB1-4ACC-BDAE-168F877D2E35}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11554","РУ6кВ ДНС-1: Яч.№17 1Т КТП №2 400кВА","0","{33FEC118-AA01-4621-AFCC-841EFEEC6FC8}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11555","РУ6кВ ДНС-1: Яч.№18 1Т КТП №1 400кВА","0","{5D66C3FA-BD3C-4545-985C-F80F16552956}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11556","РУ6кВ ДНС-1: Яч.№19 ВАО 315кВт №10","0","{1E82B552-D697-4211-904A-1E5C4EC41181}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11557","РУ6кВ ДНС-1: Яч.№20 ВАО 315кВт №8","0","{D2FA3206-7050-4946-95E1-E55ECFD0BDC0}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11558","РУ6кВ ДНС-1: Яч.№21 Резерв","0","{07989E79-A959-4CD0-B29A-62C122B012CE}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11559","РУ6кВ ДНС-1: Яч.№22 ВАО 315кВт №1","0","{24B6B6BB-8EEE-4B29-A648-F584129A0F2D}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11560","РУ6кВ ДНС-1: Яч.№23 ВАО 250кВт №2","0","{158D6605-9337-4759-8F08-57CF3E5CB658}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11561","РУ6кВ ДНС-1: Яч.№24 ВАО 250кВт №3","0","{D729BE68-1CCD-4F88-B2C2-083BDDC038A2}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11562","РУ6кВ ДНС-1: Яч.№25 ВАО 200кВт №4","0","{F6A426E9-8D72-424E-902B-D179E99F2858}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11563","РУ6кВ ДНС-1: Яч.№26 Резерв","0","{CD2FC26D-F6DE-4E08-B07C-B7AFBE28EEF1}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11564","РУ6кВ ДНС-1: Яч.№27 Резерв","0","{06F173C3-1B7F-4A20-8CC7-0C47F6403E39}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11565","РУ6кВ ДНС-1: Яч.№28 ВАО 315кВт №9","0","{5CF46E31-2A59-479B-B354-72F4110CB42A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11566","РУ6кВ ДНС-1: Яч.№29 2Т КТП №2 400кВА","0","{07B41CE8-33F2-4205-B797-7F2FF30C9FDE}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11567","РУ6кВ ДНС-1: Яч.№30 2Т КТП №1 400кВА","0","{1FFAFF2D-4BBB-4531-97B3-3E9D7BCDEC38}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11568","РУ6кВ КНС-10: ТСН-1","0","{64ACFE62-9A0A-4542-AD59-0063E0F05844}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11569","РУ6кВ КНС-10: Яч.№09 СТД-1 1250","0","{BC749D1F-94C1-405F-BEB2-ECAD1E376973}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11570","РУ6кВ КНС-10: Яч.№10 СТД-2 1250","0","{7D38CDBC-E818-4533-9D95-DBD61C911B0A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11571","РУ6кВ КНС-10: Яч.№11 Ф-11х/х","0","{10338E79-B51C-4AE9-90CA-43814381F3ED}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11572","РУ6кВ КНС-10: Яч.№12","0","{0447904E-3010-4E7F-AFB8-D9F0EA311D2A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11573","РУ6кВ КНС-10: Яч.№13 КТП КНС-10 Т-1 400кВа","0","{B6DD0AE0-67BA-485C-9074-BA9AD32E9AA5}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11574","РУ6кВ КНС-10: Яч.№14 КТП КНС-10 Т-2 400кВа","0","{06FE19BF-3BC9-4F90-A5BE-AFCD13BF0702}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11575","РУ6кВ КНС-10: Яч.№15 СМП СТД-1","0","{2786298C-0344-4848-AA87-511510D76E72}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11576","РУ6кВ КНС-10: Яч.№16 Плавный пуск СТД-2","0","{379C7826-4CA4-46D4-9C9A-A13FF780D382}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11577","РУ6кВ КНС-1: Яч.№09 СТД-1 1250","0","{0A5E7CE8-1773-41B3-878B-A92C89FBFAAE}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11578","РУ6кВ КНС-1: Яч.№10 СТД-2 1250","0","{4C858F45-FE8E-4DA4-ADB1-63C74CA6C546}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11579","РУ6кВ КНС-1: Яч.№11 СТД-3 1250","0","{CFF108A2-78B7-4352-BEB3-7B8A9A99DE38}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11580","РУ6кВ КНС-1: Яч.№12 резерв","0","{24F4F700-BB7C-4899-9BBF-8FA4D7599571}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11581","РУ6кВ КНС-1: Яч.№13 КТП КНС-1 Т-1 400кВа","0","{11CB6426-C3AD-4FF4-8409-C3B84A8CCAD5}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11582","РУ6кВ КНС-1: Яч.№14 КТП КНС-1 Т-1 400кВа","0","{A0D944A7-B902-4104-955B-430221CCD149}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11583","РУ6кВ КНС-1: Яч.№15 СМП","0","{FF5B5E73-0DEE-46E9-9D3F-D74739DD9DAA}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11584","РУ6кВ КНС-1: Яч.№16 СМП","0","{41ED1F63-60F3-4BB0-992A-DD8B52BF3F68}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11585","РУ6кВ КНС-1: Яч.№17 АД-6кВ 315кВт НВП-11","0","{A6ADBE3E-16ED-409A-849B-C8C4050B757D}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11586","РУ6кВ КНС-1: Яч.№18 АД-6кВ 315кВт НВП-12","0","{BE8EEB0F-7BA5-4825-8306-9C9FFA44B3DB}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11587","РУ6кВ КНС-1: Яч.№19 резерв","0","{7B0EA3FD-AD02-4CFC-BDFE-6D0F1E46350A}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11588","РУ6кВ КНС-1: Яч.№20 резерв","0","{01733023-D4F2-42EF-81F9-2D6EAADAF942}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11589","РУ6кВ КНС-1: Яч.№21 АД-6кВ 315кВт НВП-14","0","{160D7B3B-336F-4F89-9A9A-2740EA5468F5}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11590","РУ6кВ КНС-1: Яч.№22 АД-6кВ 315кВт НВП-13","0","{F182D752-2F73-48CD-9783-0D0BD206554B}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11591","РУ6кВ КНС-3В: Яч.№20 1Т КТП ""КНС-3"" 2х400кВА","0","{FA9179CB-0CB0-4EB6-A6E0-DC3A19056A80}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11592","РУ6кВ КНС-3В: Яч.№10 2Т КТП ""КНС-3"" 2х400кВА","0","{9D217D27-F2A3-4F4B-8286-4D8B583F182C}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11593","РУ6кВ КНС-3В: Яч.№11 Резерв","0","{AF00FA5B-53E3-4EEC-9500-0D18AE5A5787}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"11594","РУ6кВ КНС-3В: Яч.№12 Резерв","0","{0B179535-A50A-4C84-835A-2C6BC0911D8F}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
