Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН,department_num,eu_type,eu_station_name,pad_num,ktpn_num
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,0(AN-16D3-16),1600.0,МРТ-2 МП,нд,1.0,15.0,"0,8-1",2015-02-01 00:00:00,Вводной автомат,,0.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,0(AN-16D3-16),1600.0,МРТ-2 МП,нд,1.0,15.0,"0,8-1",2015-02-01 00:00:00,Вводной автомат,,0.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,2(TS 630N),630.0,,,0.0,0.0,,,БСК,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,2(TS 630N),630.0,,,0.0,0.0,,,БСК,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,3(ВА 55-41),1000.0,МРТ 2,нд,1.0,10.0,"0,4-1,1",2023-10-02 00:00:00,3269,ЭЦН,360.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,3(ВА 55-41),1000.0,МРТ 2,нд,1.0,10.0,"0,4-1,1",2023-10-02 00:00:00,3269,ЭЦН,360.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,4(TS 630N),630.0,,нд,1.0,10.0,"0,8-1",2023-10-05 00:00:00,1817,ЭЦН,80.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,180.0,106.37,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,4(TS 630N),630.0,,нд,1.0,10.0,"0,8-1",2023-10-05 00:00:00,1817,ЭЦН,80.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,180.0,106.37,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,5(TS 400N),400.0,,,1.0,10.0,"0,8-1",2023-10-05 00:00:00,резерв,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,1.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,5(TS 400N),400.0,,,1.0,10.0,"0,8-1",2023-10-05 00:00:00,резерв,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,1.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,6(TS 250N),250.0,,,,,,,неиспр.,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,6(TS 250N),250.0,,,,,,,неиспр.,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,7(TS 160N),160.0,,,0.0,0.0,,,ПМ-3,,3.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,7(TS 160N),160.0,,,0.0,0.0,,,ПМ-3,,3.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,8(TS 63N),250.0,,,0.0,0.0,,,БМА,,6.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,8(TS 63N),250.0,,,0.0,0.0,,,БМА,,6.0,Запущен,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,9(TS 63N),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",1000.0,1445.1,9(TS 63N),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,0.0,420.0,5,5,2023-02-26,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",49,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,0(AN-16-03),1600.0,МРТ-2 МП,2014,1.0,12.0,"0,8-1",2015-02-01 00:00:00,Вводной автомат,,0.0,Запущен,82.0,5.0,410.0,5,5,2022-05-07,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,0(AN-16-03),1600.0,МРТ-2 МП,2014,1.0,12.0,"0,8-1",2015-02-01 00:00:00,Вводной автомат,,0.0,Запущен,82.0,5.0,410.0,5,5,2022-05-07,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,2(TS 630N),630.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,5.0,410.0,5,5,2022-05-07,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,2(TS 630N),630.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,5.0,410.0,5,5,2022-05-07,0.0,,0.0,0.0,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,3(ВА 55-41),1000.0,МРТ 2,2014,63.0,8.0,"0,36-1","1,5-10",3112,ЭЦН,56.0,Запущен,82.0,5.0,410.0,5,5,2022-05-07,0.0,,108.0,80.97,1.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,3(ВА 55-41),1000.0,МРТ 2,2014,63.0,8.0,"0,36-1","1,5-10",3112,ЭЦН,56.0,Запущен,82.0,5.0,410.0,5,5,2022-05-07,0.0,,108.0,80.97,1.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,4(TS 630N),630.0,,2014,1.0,10.0,"0,8-1",2023-10-05 00:00:00,1493,ЭЦН,125.0,Запущен,0.0,5.0,410.0,5,5,2022-05-07,0.0,,178.0,125.6,1.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,4(TS 630N),630.0,,2014,1.0,10.0,"0,8-1",2023-10-05 00:00:00,1493,ЭЦН,125.0,Запущен,0.0,5.0,410.0,5,5,2022-05-07,0.0,,178.0,125.6,1.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,5(TS 400N),400.0,,2014,1.0,10.0,"0,8-1",2023-10-05 00:00:00,3116,ЭЦН,160.0,Запущен,0.0,5.0,410.0,5,5,2022-05-07,0.0,,188.0,104.46,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,5(TS 400N),400.0,,2014,1.0,10.0,"0,8-1",2023-10-05 00:00:00,3116,ЭЦН,160.0,Запущен,0.0,5.0,410.0,5,5,2022-05-07,0.0,,188.0,104.46,0.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",57,2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",1000.0,1445.1,6(TS 400N),400.0,,2014,1.0,10.0,"0,8-1",2023-10-05 00:00:00,3113,ЭЦН,56.0,Запущен,0.0,5.0,410.0,5,5,2022-05-07,0.0,,129.0,95.57,2.0,,9,ПС 35/6 кВ,"""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",57,2
