Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН,department_num,eu_type,eu_station_name,pad_num,ktpn_num
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",630.0,910.4,5(ВА57-39),400.0,,111.2.11,0.0,0.0,,,581,ЭЦН,50.0,Запущен,0.0,0.0,372.0,5,3,2022-05-09,0.0,,88.0,10.1,30.0,33/11,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",40,1
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",630.0,910.4,6(ВА57-39),400.0,,112.2.11,0.0,0.0,,,572,ЭЦН,80.0,Запущен,180.0,0.0,372.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,33/11,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",40,1
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",630.0,910.4,7(ВА57-39),320.0,,115.2.11,0.0,0.0,,,573,ЭЦН,45.0,Запущен,106.0,0.0,372.0,5,3,2022-05-09,0.0,,21.0,16.5,80.0,33/11,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",40,1
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",630.0,910.4,8(ВА57-39),320.0,,,0.0,0.0,,,582,ЭЦН,45.0,Запущен,0.0,0.0,372.0,5,3,2022-05-09,0.0,,60.0,13.8,30.0,33/11,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",40,1
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",630.0,910.4,9(ВА57-35),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,0.0,372.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,33/11,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",40,1
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",630.0,910.4,10(ВА 101),40.0,,,0.0,0.0,,,"ШР, БНДР",,0.0,,0.0,0.0,372.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,33/11,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",40,1
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,40.3.10,0.0,0.0,,,Вводной автомат,,0.0,,348.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,1(ВА57-35),160.0,,35.3.10,0.0,0.0,,,резерв,,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,50.0,15.0,30.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,2(ВА57-35),160.0,,2010-02-14 00:00:00,0.0,0.0,,,"УДХ, БМА",,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,3(ВА57-35),250.0,,41.1.10,0.0,0.0,,,резерв,,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,4(ВА55-41),1000.0,,34.3.10,0.0,0.0,,,"20""В""",ЭЦН,320.0,Запущен,348.0,38.0,417.0,5,5,2022-09-28,0.0,,633.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,5(ВА 5139),400.0,,33.3.10,0.0,0.0,,,резерв,,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,6(ВА 5139),400.0,,37.3.10,0.0,0.0,,,резерв,,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,7(ВА 5139),320.0,,32.3.10,0.0,0.0,,,резерв,,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,77.0,10.2,30.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,8(ВА 5139),320.0,,85.7.11,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,9(ВА57-35),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14," КТПН 6/0,4кВ 630кВА  №2 КП-37",630.0,910.4,10(ВА 04-36),0.0,,,0.0,0.0,,,Резерв,,0.0,,0.0,38.0,417.0,5,5,2022-09-28,0.0,,0.0,0.0,0.0,2023-10-27 00:00:00,10,ПС 35/6 кВ,"""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",37,2
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,1(ВА04-36),160.0,,,0.0,0.0,,,"БМА, УДХ",,0.0,Запущен,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,2(ВА04-36),160.0,,,0.0,0.0,,,Резерв,,0.0,,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,3(ВА04-36),250.0,,,0.0,0.0,,,Резерв,,0.0,,0.0,1.0,386.0,5,2,2022-06-16,0.0,,10.0,4.8,30.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,4(ВА 5139),630.0,,,0.0,0.0,,,резерв,,0.0,,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,5(ВА04-36),400.0,,,0.0,0.0,,,2522,ЭЦН,70.0,Запущен,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,6(ВА04-36),320.0,,,0.0,0.0,,,резерв,,0.0,,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,7(ВА04-36),320.0,,,0.0,0.0,,,3707,ЭЦН,56.0,Запущен,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,8(ВА04-36),320.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 8," КТПН 6/0,4кВ 630кВА  КП-30",630.0,910.4,9(ВА 0436),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,1.0,386.0,5,2,2022-06-16,0.0,,0.0,0.0,0.0,,10,ПС 35/6 кВ,"""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",30,
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,0(LBA 16S),1600.0,Встроен,,0.0,0.0,,,Вводной автомат,,0.0,,158.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,1(TS 630FTU),630.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,2(TS 630N),630.0,,,0.0,0.0,,,204,ЭЦН,90.0,Запущен,158.0,0.0,0.0,3,0,,0.0,,165.0,48.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,3(TS 400N),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,4(TS 400N),400.0,,,,,,,резерв,,0.0,,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,5(TS 400N),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,6(TS 250N),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,7(ВА 5139),630.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,8(TD 100N),63.0,,,0.0,0.0,,,УДХ,,0.0,Запущен,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-15",630.0,910.4,9(TD100N),63.0,,,,,,,ШР,,0.0,,0.0,0.0,0.0,3,0,,0.0,,0.0,0.0,0.0,983,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",15,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,0(ВА53-41),1000.0,МРТ 2,154.6.06,0.0,0.0,,,Вводной автомат,,0.0,,427.0,46.0,381.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,1(ВА57-35),160.0,,,0.0,0.0,,,БМА,,0.0,Запущен,0.0,46.0,381.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,2(ВА57-35),160.0,,,0.0,0.0,,,Резерв,,0.0,,0.0,46.0,381.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,3(ВА57-35),250.0,,236.5.06,0.0,0.0,,,Резерв,,0.0,,0.0,46.0,381.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,4(ВА51-39),630.0,,145.6.06,0.0,0.0,,,"37 ""В""",ЭЦН,160.0,Запущен,291.0,46.0,381.0,5,3,2023-01-03,0.0,,200.0,19.4,30.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,5(ВА57-39),400.0,,166.6.06,0.0,0.0,,,Резерв,,0.0,,0.0,46.0,381.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,6(ВА57-39),400.0,,,,,,,Резерв,,0.0,,0.0,46.0,381.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,7(ВА57-39),320.0,,164.6.06,0.0,0.0,,,резерв,,0.0,,0.0,46.0,381.0,5,3,2023-01-03,0.0,,5.0,3.8,20.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,8(ВА57-39),320.0,,,0.0,0.0,,,3,ЭЦН,50.0,Запущен,136.0,46.0,381.0,5,3,2023-01-03,0.0,,86.0,43.99,1.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 630кВА №1  КП-3",630.0,910.4,9(ВА57-35),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,46.0,381.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,2128,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",3,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,0(AN-16D3-16H),1600.0,Встроен,,0.0,0.0,,,Вводной автомат,,0.0,,473.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,1(TS 630FTU),630.0,,93.6.11,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,2(TS 630N),630.0,,32.4.11,0.0,0.0,,,3829,ЭЦН,160.0,Запущен,310.0,51.0,376.0,5,3,2022-09-09,0.0,,252.0,11.1,30.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,3(TS 400N),400.0,,34.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18," КТПН 6/0,4кВ 630кВА №1  КП-64",630.0,910.4,4(TS 400N),400.0,,36.4.11,0.0,0.0,,,3817,ЭЦН,70.0,Запущен,163.0,51.0,376.0,5,3,2022-09-09,0.0,,0.0,0.0,0.0,1735,10,ПС 35/6 кВ,"""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",64,1
