Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №1",400,578,3(ВА57-35),250.0,,,0.0,0.0,,,р,,0.0,,0.0,44.0,408.0,5,3,2022-08-12,0.0,,0.0,0.0,0.0,177/09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №1",400,578,4(ВА57-35),160.0,,,0.0,0.0,,,р,,0.0,,0.0,44.0,408.0,5,3,2022-08-12,0.0,,0.0,0.0,0.0,177/09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №1",400,578,5(ВА57-35),160.0,,,0.0,0.0,,,р,,0.0,,0.0,44.0,408.0,5,3,2022-08-12,0.0,,0.0,0.0,0.0,177/09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №1",400,578,6(ВА57-35),100.0,,,0.0,0.0,,,р,,0.0,,0.0,44.0,408.0,5,3,2022-08-12,0.0,,0.0,0.0,0.0,177/09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №1",400,578,7(ВА57-35),100.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,44.0,408.0,5,3,2022-08-12,0.0,,0.0,0.0,0.0,177/09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,0(ВА 51-39),630.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,1(ВА 5237),400.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,2(ВА52-37),320.0,,,0.0,0.0,,,р,,0.0,Запущен,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,3(ВА57-35),250.0,,,0.0,0.0,,,р,,0.0,Запущен,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,4(ВА57-35),250.0,,,0.0,0.0,,,р,,0.0,Остановлен,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,5(ВА57-35),160.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,6(ВА57-35),160.0,,,0.0,0.0,,,289,,0.0,,70.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,7(ВА57-35),125.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №2",400,578,8(ВА 57-35),63.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,384.0,7,1,2022-08-12,0.0,,0.0,0.0,0.0,48-09
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,0(ВА51-39),630.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,1(ВА52-37),400.0,,,0.0,0.0,,,46,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,2(ВА57-35),250.0,,,0.0,0.0,,,52,,0.0,,80.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,3(ВА57-35),250.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,4(ВА57-35),200.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,5(ВА57-35),160.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,6(ВА57-35),125.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,7(ВА57-35),100.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,"ПС 35/6 кВ Куст-25, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"Куст 25 КТПН 6/0,4кВ 400кВА №3",400,578,8(5135),80.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,400.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,2023-12-07 00:00:00
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,0(ВА 5239),630.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,1(ВА 5237),400.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,1.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,2(ВА 5237),320.0,,,0.0,0.0,,,р,,32.0,Запущен,0.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,1.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,3(ВА 5237),250.0,,,0.0,0.0,,,318,,0.0,,75.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,4.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,4(ВА57-35),160.0,,,0.0,0.0,,,142,,36.0,,63.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,2.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,5(ВА 0435),125.0,,,0.0,0.0,,,БМА,,0.0,,1.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,6(ВА57-35),100.0,,,0.0,0.0,,,366,,0.0,,86.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №1",400,578,7(ВА57-35),80.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,373.0,3,3,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,0(ВА 5739),630.0,,,0.0,0.0,,,Вводной,,32.0,,0.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,2.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,1(57-35),160.0,,,0.0,0.0,,,370,,0.0,,49.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,2(ВА 5735),250.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,2.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,3(ВА 5237),400.0,,,0.0,0.0,,,р,,32.0,Запущен,0.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,1.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,4(ВА 5237),320.0,,,0.0,0.0,,,141,,0.0,,165.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,5(57-35),200.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,6(57-35),125.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,7(ВА 0436),80.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №3",400,578,8(ВА 0436),80.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,393.0,5,1,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №5",400,578,0(ВА 5739),630.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,383.0,3,0,2022-08-12,0.0,,0.0,0.0,0.0,98/08
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №5",400,578,1(ВА57-39),400.0,,,0.0,0.0,,,367,,32.0,Запущен,122.0,0.0,383.0,3,0,2022-08-12,0.0,,0.0,0.0,4.0,98/08
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №5",400,578,2(ВА57-39),320.0,,,0.0,0.0,,,540,,90.0,Запущен,126.0,0.0,383.0,3,0,2022-08-12,0.0,,0.0,0.0,1.0,98/08
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №5",400,578,3(ВА52-37),250.0,,,0.0,0.0,,,372,,45.0,Запущен,87.0,0.0,383.0,3,0,2022-08-12,0.0,,0.0,0.0,2.0,98/08
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №5",400,578,4(ВА57-35),160.0,,,0.0,0.0,,,313,,0.0,,0.0,0.0,383.0,3,0,2022-08-12,0.0,,0.0,0.0,2.0,98/08
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 400кВА №5",400,578,5(ВА57-35),160.0,,,0.0,0.0,,,"ПРС,БМА",,0.0,,1.0,0.0,383.0,3,0,2022-08-12,0.0,,0.0,0.0,0.0,98/08
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №2",630,910.4,1(ВА 5139),250.0,,,0.0,0.0,,,369,,0.0,,127.0,0.0,390.0,4,4,2022-08-12,0.0,,0.0,0.0,1.0,-
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №2",630,910.4,2(ВА 5139),250.0,,,0.0,0.0,,,140,,0.0,,164.0,0.0,390.0,4,4,2022-08-12,0.0,,0.0,0.0,0.0,-
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №2",630,910.4,3(ВА 5237),400.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,390.0,4,4,2022-08-12,0.0,,0.0,0.0,5.0,-
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №2",630,910.4,4(ВА 5139),630.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,390.0,4,4,2022-08-12,0.0,,0.0,0.0,3.0,-
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,0(СЭЩ),0.0,,,0.0,0.0,,,Вводной,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,1(TS 630N),630.0,,,0.0,0.0,,,48,,56.0,Запущен,112.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,3.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,2(TS 400N),400.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,1.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,3(TS 400N),400.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,4(TS 400N),400.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,5(TS 250N),250.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,2.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,6(TS 160N),160.0,,,0.0,0.0,,,317,,45.0,,84.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,7(TS-160N),160.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,8(TD-100N),100.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,РУ 6 кВ Мартовское,СШ 6 кВ №2 яч.13,"Куст 26 КТПН 6/0,4кВ 630кВА №4",630,910.4,9(ВА57-35),100.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,390.0,5,5,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,0(ВА-53-41),1000.0,,,0.0,0.0,,,Вводной,,0.0,,215.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,1(5735),100.0,,,0.0,0.0,,,БМА,,0.0,,1.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,2(5735),125.0,,,0.0,0.0,,,р,,0.0,,0.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,3(5739),630.0,,,0.0,0.0,,,р,,0.0,,0.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,4(5237),320.0,,,0.0,0.0,,,1772,,0.0,,220.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,5(5237),320.0,,,0.0,0.0,,,346,,0.0,Запущен,192.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,6(5735),250.0,,,0.0,0.0,,,р,,0.0,,0.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,7(5735),200.0,,,0.0,0.0,,,Р,,0.0,,0.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,8(5735),160.0,,,0.0,0.0,,,1417,,0.0,,50.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4 кВ 630кВА №3 ",630,910.4,9(5735),63.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,30.0,388.0,4,3,2022-08-12,0.0,,0.0,0.0,0.0,
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,0(ВА51-39),630.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,1(ВА51-35),200.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,2(ВА51-35),250.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,3.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,3(ВА51-35),200.0,,,0.0,0.0,,,347,,0.0,,81.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,1.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,4(ВА51-35),250.0,,,0.0,0.0,,,1776,,0.0,,185.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,5(ВА51-35),400.0,,,0.0,0.0,,,1421,,0.0,,204.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,2.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,6(ВА51-35),250.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,7(ВА51-35),400.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,8(ВА 5135),320.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,1.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №1",400,578,9(ВА 5735),63.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,406.0,3,2,2022-08-12,0.0,,0.0,0.0,0.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №4",400,578,1(ВА51-39),630.0,,,0.0,0.0,,,р,,0.0,,0.0,0.0,404.0,5,5,2022-08-12,0.0,,0.0,0.0,1.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 400кВА №4",400,578,2(ВА51-35),250.0,,,0.0,0.0,,,Р,,0.0,,0.0,0.0,404.0,5,5,2022-08-12,0.0,,0.0,0.0,2.0,0
с/р №2,"ПС 35/6 кВ Куст-27, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч. 6,"Куст 26-А КТПН 6/0,4кВ 630кВА №2",630,910.4,0(ВА53-41),1000.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,417.0,5,3,2022-08-12,0.0,,0.0,0.0,0.0,79-06
