Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),Потребитель
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",2307
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",2303
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",2306
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",2304
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",2310
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",УДХ
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №1 КП-230",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",ПР БНДР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",4301
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",43В
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 1000кВА №1 КП-43",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",6002
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",6004
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",5999
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",БМА
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №1 КП-44",ШР
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",БСК
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",3631
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",3633
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",3632
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",3630
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",661
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",БМА
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",БСК
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",резерв
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",4602
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",4604
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",4606
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",резерв
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",4600
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",резерв
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83","ПМ, БМА"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №1 КП-83",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",Вводной
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",2309
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",2300
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",2308
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",2301
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",ПМ
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19 ,"КТПН 6/0,4 кВ 1000кВА №2 КП-230",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",410
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",402
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",400
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",409
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",401
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",420
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",РЩ БНДР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",бндр 404
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",рез
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",6003
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",6005
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",44В
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",рез
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",рез
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",6001
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",рез
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",рез
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",рез
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 1000кВА №2 КП-44",ШР
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",БСК
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",3635
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",662
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",663
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",ПМ-1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",Вводной автомат
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",Вертолетн
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Ввод
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",ПМ-2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Вагон бр.№2
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",1513
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 400 кВА №2 К-45 Б",ШР
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18,"КТПН 6/0,4 кВ 400кВА  МДНС",Ввод
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18,"КТПН 6/0,4 кВ 400кВА  МДНС",Ж/Г ЭСС
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 18,"КТПН 6/0,4 кВ 400кВА  МДНС",резерв
